,name,id,lat,lng,userscount,visitscount,checkinscount,tipcount,zipcode
259,Wing Wah Chinese Restaurant,4c19239a98f4a593dd9ffff5,40.79777883922172,-73.93463021138618,27,83,76,2,10035
260,Dragon Town Chinese Restaurant,4ef9fd7d0e013b212849c1d0,40.79545655282333,-73.9421674523391,28,79,78,0,10029
261,Five Luck Restaurant,4c544d0e72cf0f47267553d4,40.78340048673886,-73.94779101118264,78,174,172,6,10128
262,Great Wall,4be359d91dd22d7fd77c96bd,40.79520258525362,-73.93641552496496,19,45,45,1,10029
263,Double Dragon  Chinese Restaurant,4cb8fe17dd41a35ddd02dfa0,40.7893941770116,-73.94073235671101,32,91,90,0,10029
264,Yummy City,51562a31e4b0c8136cbf3333,40.788212812789716,-73.94956663651698,22,49,46,3,
265,Wing Sing Chinese Restaurant,4e4e4f67bd4101d0d7a76773,40.798284,-73.941869,2,2,2,0,10029
266,Asian Gourmet,51217189e4b0227e25949a37,40.78764051091013,-73.95035303433103,46,73,67,2,10029
267,Wing Gong,4de462f1fa7651589f2da7bf,40.79169853675768,-73.93801712668949,8,40,36,0,10029
268,China King,4bfc11181be376b0f61bf8b4,40.79418925650328,-73.94500891029698,46,99,71,1,10029
269,Yoan Ming Garden,3fd66200f964a5207ee81ee3,40.78824591235725,-73.95342121577416,117,319,289,9,10029
270,Fu Wing Chinese,4b788bf3f964a520e3d52ee3,40.79190518563129,-73.94603067689934,30,80,78,2,10029
271,Fa Shing Chinese Restaurant,4c44f0662d3ec9b63fa32fae,40.79737769103096,-73.94033052802925,27,77,53,1,10029
272,New Hong Kong Kitchen,4cf461d3cc61a35d2856259e,40.80027458419557,-73.94056014452093,34,97,92,2,10035
273,Great Wok,4d817564d95df04debd144bc,40.790387,-73.947673,47,103,101,2,10029
274,Jimmy's Chinese,4c4f160adb2c20a150187975,40.799486,-73.946153,16,70,70,2,10029
275,new good taste 2 chinese restaurant,4d5dc72cd439cbff805240ba,40.787815,-73.944644,3,6,4,0,10029
276,Chinese Mirch,4bef3bf7ea570f47501d8fd2,40.78317357392835,-73.94773006439209,17,21,21,2,10128
277,Grand Eastern,4af06300f964a52096db21e3,40.78678048929294,-73.95021782258036,66,135,135,4,10029
278,Forever Best Time,4cc0fd30d363721edd9257c9,40.788981207957114,-73.94850470738544,9,55,55,1,10029
279,King Let Kitchen,4e4095b6b0fb1399f6e42d93,40.787148,-73.948141,2,4,4,0,
280,Empire Corner II,4b983573f964a520523435e3,40.80054460190812,-73.94735381726888,45,600,600,3,10029
281,Best Time Chinese & Tex-Mex Food,4cd5ef14fb5954811370e150,40.7890397304306,-73.94865395183183,32,69,69,3,10029
282,Good Taste 360 Inc.,56e7515bcd10a48b9c80d85e,40.795982,-73.9359,4,42,42,0,10029
283,King Dragon,4e32df82d4c00077f65fa95c,40.79269991498689,-73.95012461124239,49,137,119,2,10029
284,Grace Wok Chinese restaurant,51ee022f498e7529ce5499d2,40.78920806500626,-73.94401583983345,8,16,16,0,10029
285,Xiang Dragon,53824904498eefac45695013,40.798259,-73.933822,8,11,4,1,10035
286,China Moon,4e4e4e2abd4101d0d7a749fd,40.785463689780535,-73.94251187370708,2,3,3,0,10029
287,Happy Wok,4e4e4e2bbd4101d0d7a74a13,40.78867921165919,-73.94045107672132,13,32,32,0,10029
288,New Delicious Inc,4dab9063fa8cc76497507739,40.78773780084235,-73.94404454136345,45,137,118,3,
289,Lantern House,4e4e4e26bd4101d0d7a74987,40.79552,-73.935761,0,0,0,0,10029
290,Red Star Chinese Food,4f525e36e4b0b5d9ddd272fd,40.80065018564576,-73.94854488859387,7,7,7,0,10029
291,Kim Wah Chinese Restaurant,4f3247cd19836c91c7c8254b,40.796004,-73.935408,1,1,1,0,10029
292,rong shing chinese take-away,54220c4c498ef2e2f6af084e,40.79207666572533,-73.94147860776503,28,83,40,1,10029
293,King Foo,4e3383d9483b5fa5874ddbd0,40.78979959643873,-73.94309222260392,28,127,103,1,10029
294,Kam Luang Kitchen,4af8577ff964a520610c22e3,40.78799865882384,-73.94923370801148,13,32,29,0,10029
295,Feng Shun Chang Kitchen,4e4004448877b00cfc67de74,40.799058561769215,-73.95151827484472,13,18,18,0,10026
296,Xiang Dragon,4d9768e261a3a1cdf592b442,40.798309326171875,-73.93386840820312,18,59,53,0,10035
297,Wok Express,4d9a031d0caaa14362c2d2b3,40.79828514222675,-73.93979092820226,22,41,41,1,10035
298,Evergreen Asian Cuisine,5110728fe4b0ed5bb1df74e8,40.788768,-73.949342,6,8,8,0,10029
299,Xing Dragon,4e4e4e27bd4101d0d7a749a4,40.795980144790306,-73.93768991881096,11,77,75,1,10029
300,Hong Kong Chinese,4daa52fb6a2303012f0c3f72,40.793096175193,-73.94538202794013,28,64,51,0,10029
301,Teng Dragon,4b5f4964f964a5200cb229e3,40.79619015764555,-73.93532570401732,66,162,157,4,10035
302,Delicious Inc.,52602c82498e6c42e034f51a,40.78945294457354,-73.94405028166895,2,2,2,0,10029
303,La Preciosa,4c157adca5eb76b04f78c3b7,40.798436038156716,-73.94098620994788,126,249,219,5,10029
304,Perfect Taste,516b0589e4b075b2dc729f0a,40.8073451339418,-73.93820656257712,19,83,71,0,10036
305,Wing Wah Chinese Restaurant,4c19239a98f4a593dd9ffff5,40.79777883922172,-73.93463021138618,27,83,76,2,10035
306,Dragon Town Chinese Restaurant,4ef9fd7d0e013b212849c1d0,40.79545655282333,-73.9421674523391,28,79,78,0,10029
307,Great Wall,4be359d91dd22d7fd77c96bd,40.79520258525362,-73.93641552496496,19,45,45,1,10029
308,Double Dragon  Chinese Restaurant,4cb8fe17dd41a35ddd02dfa0,40.7893941770116,-73.94073235671101,32,91,90,0,10029
309,Wing Sing Chinese Restaurant,4e4e4f67bd4101d0d7a76773,40.798284,-73.941869,2,2,2,0,10029
310,Wing Gong,4de462f1fa7651589f2da7bf,40.79169853675768,-73.93801712668949,8,40,36,0,10029
311,Wah Lung Kitchen,4cec466c3b03f04d6fc12ddc,40.78204224885947,-73.91451416083854,38,152,145,4,11105
312,China King,4bfc11181be376b0f61bf8b4,40.79418925650328,-73.94500891029698,46,99,71,1,10029
313,Foo Hing Chinese Restaurant,4e31c190b0fbb985a507465a,40.80619769137015,-73.92050211847527,14,175,175,2,10454
314,Hang Chou,4c086a28009a0f470f2de6bf,40.802546751321536,-73.9365188545079,25,49,43,1,10035
315,Fu Wing Chinese,4b788bf3f964a520e3d52ee3,40.79190518563129,-73.94603067689934,30,80,78,2,10029
316,New Dragon,587f814824ca6a66496463f1,40.8020506,-73.934461,1,1,1,0,10035
317,Fa Shing Chinese Restaurant,4c44f0662d3ec9b63fa32fae,40.79737769103096,-73.94033052802925,27,77,53,1,10029
318,New Hong Kong Kitchen,4cf461d3cc61a35d2856259e,40.80027458419557,-73.94056014452093,34,97,92,2,10035
319,Jimmy's Chinese,4c4f160adb2c20a150187975,40.799486,-73.946153,16,70,70,2,10029
320,New Ming Qi House Restaurant,4f32396019836c91c7c26482,40.807889,-73.920316,0,0,0,0,10454
321,new good taste 2 chinese restaurant,4d5dc72cd439cbff805240ba,40.787815,-73.944644,3,6,4,0,10029
322,Little Lili's,4e4cd070bd413c4cc66c5f3a,40.804093,-73.937625,0,0,0,0,10035
323,Good Taste 360 Inc.,56e7515bcd10a48b9c80d85e,40.795982,-73.9359,4,42,42,0,10029
324,Good Taste,4ada69bbf964a520622221e3,40.80716993999382,-73.94590014862239,51,169,165,3,10027
325,Good Choice Chinese Restaurant,4df3e68688772e1f81559d14,40.806934798146116,-73.91735602373572,15,28,27,0,10454
326,Grace Wok Chinese restaurant,51ee022f498e7529ce5499d2,40.78920806500626,-73.94401583983345,8,16,16,0,10029
327,Xiang Dragon,53824904498eefac45695013,40.798259,-73.933822,8,11,4,1,10035
328,China House,4fc2c9cfe4b0c9a9f1e0b6ce,40.80799649886965,-73.92030692429745,3,4,4,0,10454
329,China Moon,4e4e4e2abd4101d0d7a749fd,40.785463689780535,-73.94251187370708,2,3,3,0,10029
330,Happy Wok,4e4e4e2bbd4101d0d7a74a13,40.78867921165919,-73.94045107672132,13,32,32,0,10029
331,New Delicious Inc,4dab9063fa8cc76497507739,40.78773780084235,-73.94404454136345,45,137,118,3,
332,Lantern House,4e4e4e26bd4101d0d7a74987,40.79552,-73.935761,0,0,0,0,10029
333,Kim Wah Chinese Restaurant,4f3247cd19836c91c7c8254b,40.796004,-73.935408,1,1,1,0,10029
334,China King,4dc01beaa86e2f4250b95c39,40.803275,-73.938247,21,29,18,0,10035
335,rong shing chinese take-away,54220c4c498ef2e2f6af084e,40.79207666572533,-73.94147860776503,28,83,40,1,10029
336,King Foo,4e3383d9483b5fa5874ddbd0,40.78979959643873,-73.94309222260392,28,127,103,1,10029
337,Fast Wok,4ddd34f11838306b8218712e,40.807935142288024,-73.91899797004156,13,28,27,2,10454
338,New Wok,4e0a2d13a809495e61abc928,40.80649955305005,-73.91575425157102,11,12,12,0,10455
339,Xiang Dragon,4d9768e261a3a1cdf592b442,40.798309326171875,-73.93386840820312,18,59,53,0,10035
340,Wok Express,4d9a031d0caaa14362c2d2b3,40.79828514222675,-73.93979092820226,22,41,41,1,10035
341,Xing Dragon,4e4e4e27bd4101d0d7a749a4,40.795980144790306,-73.93768991881096,11,77,75,1,10029
342,Hong Kong Chinese,4daa52fb6a2303012f0c3f72,40.793096175193,-73.94538202794013,28,64,51,0,10029
343,Teng Dragon,4b5f4964f964a5200cb229e3,40.79619015764555,-73.93532570401732,66,162,157,4,10035
344,Delicious Inc.,52602c82498e6c42e034f51a,40.78945294457354,-73.94405028166895,2,2,2,0,10029
345,In & Out,52546bb411d23603f2c8a469,40.79611410368251,-73.93577832489945,11,18,16,2,10029
346,Xi'an Famous Foods,59035bc43d47912d4b97f3fc,40.74061038924817,-73.98729229663121,1041,1771,1049,13,10010
347,Baohaus,4e32d529483bf02b1f8dc50f,40.732606089271286,-73.98557692419998,13983,22195,17027,282,10003
348,Jue Lan Club,562a58d2498e979da966b1b5,40.74087684146646,-73.99358462925947,1375,1777,1125,16,10011
349,Bao Bao Cafe 咱家小馆,4fb2522de4b0e1e9691c301b,40.74093785708109,-73.98379780455603,1396,2416,980,15,10010
350,Burp Bowl Café,56b3fa1f498e61baecfcf541,40.74191920217618,-73.9825955929267,292,438,281,5,10016
351,Home's Kitchen,45cf45c4f964a520a0421fe3,40.739651099530946,-73.98907002702562,1799,3727,2574,25,10010
352,Di Di Dumpling,4d49980d11a36ea81c80291c,40.74033299236559,-73.98430275966984,1979,3296,2577,51,10010
353,The Cottage,4ace96a9f964a52055d120e3,40.735329925960684,-73.98799666258779,2622,4508,3879,44,10003
354,New Epicurean Chinese Restaurant,4f32819e19836c91c7de7360,40.745172,-73.984819,12,36,36,0,10002
355,Noodles 28,4a908234f964a520451820e3,40.74274468036926,-73.98032536773376,1188,2296,2095,25,10016
356,Lotus Blue,59b80f8125fb7b648e26cdda,40.735997,-73.991922,19,19,19,1,10003
357,No. 1 Kitchen,4bf471d3e5eba5930bb01f90,40.73232924599403,-73.98178795342473,134,343,338,4,10003
358,Asian Hong Kong,504f990de4b0eacd3db68aad,40.74433797653551,-73.98124570064518,66,148,126,3,10016
359,28 Fusion Sushi/Chef 28,4ac4cfd1f964a520119f20e3,40.74369840605878,-73.98514777637979,817,1768,1663,20,10016
360,Great Sichuan,577e8f25498e8dfabe535a7f,40.741004,-73.981372,49,94,92,2,10016
361,AUNTIE GUAN'S KITCHEN,5602cb59498eda13a4d6d1a3,40.73843065649325,-73.98215570377323,140,213,206,4,10010
362,Mr Bing,59b6d84347f8761788c7a1e0,40.742998,-73.98874,9,9,9,0,10010
363,Café China,4e3484038877beb5e9a22a0b,40.7499796904135,-73.98223427700086,10367,17182,9342,240,10016
364,Xi'an Famous Foods,59035bc43d47912d4b97f3fc,40.74061038924817,-73.98729229663121,1041,1771,1049,13,10010
365,Xi'an Famous Foods,54b80565498e6d4f36168cd8,40.74816543859803,-73.9840025346209,6030,11119,5269,75,10016
366,Dong Chun Hong,4ee279ecc2eee7f3576fd40e,40.74702108811758,-73.9855752913469,2969,6027,4972,35,10001
367,Little Alley,592865d1286fda44e1f357f7,40.747328666024316,-73.97701152413177,471,603,339,5,10016
368,Bao Bao Cafe 咱家小馆,4fb2522de4b0e1e9691c301b,40.74093785708109,-73.98379780455603,1396,2416,980,15,10010
369,Main Noodle House,4a3fcc65f964a520f2a31fe3,40.75204369049894,-73.98613800616226,2433,4839,3956,48,10018
370,Burp Bowl Café,56b3fa1f498e61baecfcf541,40.74191920217618,-73.9825955929267,292,438,281,5,10016
371,Di Di Dumpling,4d49980d11a36ea81c80291c,40.74033299236559,-73.98430275966984,1979,3296,2577,51,10010
372,Eden Wok,44746440f964a520ae331fe3,40.74757396159143,-73.98247468025501,632,1010,799,16,10016
373,Profit  Chinese Restaurant II,5812daa738fa2403db6161c7,40.74565099999999,-73.97557599999999,39,119,92,0,10016
374,New Epicurean Chinese Restaurant,4f32819e19836c91c7de7360,40.745172,-73.984819,12,36,36,0,10002
375,Hyo Dong Gak,49ebe710f964a52044671fe3,40.75013168829856,-73.98632563528624,2395,4430,4174,35,10001
376,Noodles 28,4a908234f964a520451820e3,40.74274468036926,-73.98032536773376,1188,2296,2095,25,10016
377,Mapo Tofu,4b5f33f5f964a52004ad29e3,40.749707008050336,-73.97729142392866,1846,3300,2474,37,10016
378,La Vie En Szechuan,4fe4d63de4b00ca0cf81f604,40.747478998882734,-73.98440087625113,1511,2629,2451,43,10016
379,Hunan Manor,4e5d7cbffa76a4cf149457eb,40.7496834740331,-73.97727736458,1144,1756,1534,33,10016
380,Evergreen On 38,4a804d3ff964a520e6f41fe3,40.75067155041589,-73.9818197236104,1174,2320,2034,26,10016
381,East Palace,4af08005f964a520b0dc21e3,40.75092594433933,-73.97141104898026,284,806,732,9,10017
382,Jian Bing Man,56e4af39498e3f5a80a875d9,40.74761866341857,-73.98629486560822,137,168,168,6,10001
383,Asian Hong Kong,504f990de4b0eacd3db68aad,40.74433797653551,-73.98124570064518,66,148,126,3,10016
384,28 Fusion Sushi/Chef 28,4ac4cfd1f964a520119f20e3,40.74369840605878,-73.98514777637979,817,1768,1663,20,10016
385,Great Sichuan,577e8f25498e8dfabe535a7f,40.741004,-73.981372,49,94,92,2,10016
386,AUNTIE GUAN'S KITCHEN,5602cb59498eda13a4d6d1a3,40.73843065649325,-73.98215570377323,140,213,206,4,10010
387,Xi'an Famous Foods,517021ffe4b0ad9829ae7815,40.755964519301465,-73.98074456728409,12687,24202,13447,238,10036
388,Little Alley,592865d1286fda44e1f357f7,40.747328666024316,-73.97701152413177,471,603,339,5,10016
389,Panda Express,576aaa27498e6247856c2f6c,40.75639711250114,-73.97027485630692,839,1284,701,6,10022
390,Jasmine Restaurant,58b455dc8cfe547321f5483f,40.75487499478603,-73.97047077846963,273,331,172,2,10017
391,Hot Kitchen,5324f85e498ebd4c81998cff,40.75705798582649,-73.96752651882714,1277,2455,1298,12,10022
392,Hop Won,4b1802c8f964a52062cb23e3,40.753192129237874,-73.97414229152304,996,2944,2195,22,10017
393,Peking Duck House,46d579dbf964a520654a1fe3,40.75710625998284,-73.96799001615966,2863,3881,3203,28,10022
394,Mapo Tofu,4b5f33f5f964a52004ad29e3,40.749707008050336,-73.97729142392866,1846,3300,2474,37,10016
395,Hunan Manor,4e5d7cbffa76a4cf149457eb,40.7496834740331,-73.97727736458,1144,1756,1534,33,10016
396,Mee Noodle,3fd66200f964a52076e71ee3,40.75427756965342,-73.96900466895251,1753,3611,2859,32,10017
397,Evergreen On 38,4a804d3ff964a520e6f41fe3,40.75067155041589,-73.9818197236104,1174,2320,2034,26,10016
398,Radiance Noodle bar,51e032c9498e129f7c7f5921,40.755563150263676,-73.97056323851085,102,301,255,4,10022
399,Mr Bing,58c7333b1e1de5102e3ff7e3,40.75442784387706,-73.97696347035985,91,134,134,7,
400,Modern Szechuan,54414b5a498e51b65b54dfd6,40.75578763299018,-73.98027031633278,36,142,122,0,10036
401,East Palace,4af08005f964a520b0dc21e3,40.75092594433933,-73.97141104898026,284,806,732,9,10017
402,Fusion Grills,4bb4c69986a8d13afdd5de7f,40.757654432201406,-73.96938519330669,370,1034,772,6,10022
403,Wok Chi,59d6cdb2123a190a700e4ab8,40.75298,-73.97749,4,4,4,0,10017
404,Jef Chinese,5836016200841a1ae3ed8189,40.754043,-73.969371,16,23,22,1,10017
405,China Moon,4b395570f964a520d05a25e3,40.75644442864546,-73.97778916556618,466,745,717,9,10017
406,Xi'an Famous Foods,57d1efb5498e018d15de8ba3,40.76194320113338,-73.97745613307671,2003,3219,1572,15,10019
407,Joe's Shanghai 鹿鸣春,3fd66200f964a520bfe71ee3,40.762981662880975,-73.9758833920851,13930,20436,14630,211,10019
408,Kung Fu Little Steamed Buns Ramen,55495032498e99526354bbd8,40.75929923102627,-73.96948608427324,1841,3179,1289,37,10022
409,Panda Express,576aaa27498e6247856c2f6c,40.75639711250114,-73.97027485630692,839,1284,701,6,10022
410,Dim Sum Palace,5953ea99f4b52556d6b64cc7,40.76252409672259,-73.97700765162283,171,197,126,4,10019
411,Jasmine Restaurant,58b455dc8cfe547321f5483f,40.75487499478603,-73.97047077846963,273,331,172,2,10017
412,Mr. Chow,3fd66200f964a520adea1ee3,40.758702868596544,-73.96455191801327,3491,4526,2718,56,10022
413,Philippe,4a987360f964a520192c20e3,40.76407054729209,-73.9704792377402,4982,7623,6259,100,10022
414,Hot Kitchen,5324f85e498ebd4c81998cff,40.75705798582649,-73.96752651882714,1277,2455,1298,12,10022
415,Hop Won,4b1802c8f964a52062cb23e3,40.753192129237874,-73.97414229152304,996,2944,2195,22,10017
416,Land Of Plenty,4f208436e4b0e2de56db2754,40.76069209825678,-73.9666620391526,1970,3903,3044,63,10022
417,Grand Sichuan Eastern,4a6baed1f964a52097cf1fe3,40.75825611142862,-73.96604429310779,1315,2237,1550,23,10022
418,Peking Duck House,46d579dbf964a520654a1fe3,40.75710625998284,-73.96799001615966,2863,3881,3203,28,10022
419,Asian 59,50196a54e4b0a36603352454,40.76145926641857,-73.96620967105336,635,1344,879,9,10022
420,Wok Chi - Stir Fry Kitchen,57e959b8cd1065372b1b68ad,40.75913059262725,-73.96830700584523,171,279,183,4,10022
421,Hunan House Manhattan,53909c80498ea85cdddabcca,40.763152361299426,-73.9765159651012,453,750,628,4,10019
422,Lilli and Loo,4adcb02ff964a520c52e21e3,40.763811,-73.967072,2891,4871,3592,43,10065
423,Tang Pavilion,4b315e9bf964a520980525e3,40.76282779339493,-73.97729519288663,1295,1690,1432,16,10019
424,Mee Noodle,3fd66200f964a52076e71ee3,40.75427756965342,-73.96900466895251,1753,3611,2859,32,10017
425,Lychee House,4ba991e0f964a520f22e3ae3,40.759284471065456,-73.96959177455228,753,1228,1086,16,10022
426,Radiance Noodle bar,51e032c9498e129f7c7f5921,40.755563150263676,-73.97056323851085,102,301,255,4,10022
427,Mr Bing,58c7333b1e1de5102e3ff7e3,40.75442784387706,-73.97696347035985,91,134,134,7,
428,Fusion Grills,4bb4c69986a8d13afdd5de7f,40.757654432201406,-73.96938519330669,370,1034,772,6,10022
429,Shun Lee Palace,3fd66200f964a520b3ea1ee3,40.75919275592791,-73.96900074292421,1484,1909,1656,31,10022
430,Wok Chi,59d6cdb2123a190a700e4ab8,40.75298,-73.97749,4,4,4,0,10017
431,Jef Chinese,5836016200841a1ae3ed8189,40.754043,-73.969371,16,23,22,1,10017
432,Chi at The Plaza,54da3b2f498ecfe2929e9dbc,40.76439503612512,-73.97447724411876,62,92,90,0,10019
433,Xi'an Famous Foods,56ccead2498e8cad8d3cedff,40.72105252664767,-73.99606868201784,2475,4549,2264,36,10012
434,Pinch Chinese,58a4fb9d30ecc618cdd5c3e2,40.7264,-74.001813,1213,1592,943,19,10012
435,Nom Wah Nolita,57dd91ce498e08473d3cc30c,40.72042694023345,-73.99433031755756,1912,2543,1279,31,10012
436,Mimi Cheng's,56ddc1f8cd1028ec415bf35a,40.720468,-73.996443,894,1189,810,19,10013
437,Uncle Ted's Modern Chinese Cuisine,51a012dc498eefd18e57b63e,40.72863919143887,-74.0001074811426,1909,2718,2074,43,10012
438,The Rice Noodle 老滇味,586d8c0b88641b556fd1f7b3,40.72930324397628,-74.00144027624432,140,184,169,3,10012
439,Hot Pot Village,59e7dc34f62e0902f02b3425,40.721296,-73.993465,3,3,3,0,10002
440,Nom Wah Tea Parlor,49f220a3f964a520ee691fe3,40.714512,-73.998235,15415,24293,18907,335,10013
441,Jing Fong Restaurant 金豐大酒樓,3fd66200f964a520d5e31ee3,40.715806532202514,-73.99704898030589,23842,40382,28236,275,10013
442,Shanghai Café Deluxe,46936ee3f964a520d0481fe3,40.71733412016059,-73.9974851229737,17375,33191,23262,340,10013
443,Joe's Shanghai 鹿嗚春,3fd66200f964a52067e61ee3,40.7146424849308,-73.99764195084572,25276,38020,30360,535,10013
444,Tai Pan Bakery 大班,49eb223ff964a520a6661fe3,40.717026,-73.998079,8999,13398,6523,82,10013
445,Golden Unicorn Restaurant 麒麟金閣,3fd66200f964a520ece31ee3,40.713628504646834,-73.99723023176193,18689,31475,20498,213,10002
446,Great N.Y. Noodletown,3fd66200f964a520b1ea1ee3,40.7150640924547,-73.99688829591487,11921,23237,15885,268,10013
447,Big Wong King 大旺,3fd66200f964a520ede41ee3,40.71619620821637,-73.99830311536789,9427,16791,11704,168,10013
448,Shanghai Asian Manor,4bcf9774a8b3a5939497625f,40.714423425836316,-73.99890393018723,9816,16096,11051,216,10013
449,Xi'an Famous Foods,56ccead2498e8cad8d3cedff,40.72105252664767,-73.99606868201784,2475,4549,2264,36,10012
450,Pinch Chinese,58a4fb9d30ecc618cdd5c3e2,40.7264,-74.001813,1213,1592,943,19,10012
451,Cha Chan Tang 茶餐廳 (Cha Chan Tang),4cd37295baf2f04dfc22afa3,40.715294,-73.998959,7581,18513,13590,111,10013
452,China Blue,5237264111d27e8e90c10357,40.724047064916626,-74.01019614169627,3780,6094,2966,68,10013
453,Noodle Village 粥麵軒,49d3deadf964a5201d5c1fe3,40.71412788438359,-73.99874558609585,4909,9271,6993,106,10013
454,Macao Trading Co.,49cebdeaf964a520815a1fe3,40.719759,-74.003981,13763,20678,16543,204,10013
455,Nom Wah Nolita,57dd91ce498e08473d3cc30c,40.72042694023345,-73.99433031755756,1912,2543,1279,31,10012
456,Lan Zhou Handmade Noodle & Dumpling,59e7bfa8356b4970aea1be3f,40.715538,-73.996738,60,69,69,1,10013
457,Wah Fung Number 1 Fast Food 華豐快飯店,4a96bf8ff964a520ce2620e3,40.71727831655619,-73.99417731304892,2679,4601,2674,75,10002
458,Tasty Hand-Pulled Noodles 清味蘭州拉麵,4a7655b0f964a520dce21fe3,40.7142079238429,-73.99784713983536,6775,11222,8907,155,10013
459,Dim Sum Go Go,3fd66200f964a520fbe31ee3,40.71360309794179,-73.99797072478428,7905,11658,8172,129,10038
460,Wo Hop Restaurant,3fd66200f964a52037e31ee3,40.71426891504387,-73.99888783693314,10308,17429,15098,259,10013
461,Joy Luck Palace,569d47a0498eeb7fbd002030,40.7171301715229,-73.99750772882881,2455,3567,2004,34,10013
462,Xi'an Famous Foods,5894c9a15e56b417cf79e553,40.71526003880638,-73.99724173202145,830,1080,566,8,10013
463,Bo Ky Restaurant 波記潮州小食,4a00df67f964a520ba701fe3,40.71570510840918,-73.99869598754455,4515,8110,4862,73,10013
464,Mimi Cheng's,56ddc1f8cd1028ec415bf35a,40.720468,-73.996443,894,1189,810,19,10013
465,Taiwan Pork Chop House 臺灣武昌好味道,49f61fe9f964a520046c1fe3,40.71436751328666,-73.99786861896594,3125,6430,5370,70,10013
466,Wonton Noodle Garden,4e4e4c83bd4101d0d7a725d5,40.715869,-73.998174,4061,6051,4039,32,10013
467,Mei Li Wah,49d55b3bf964a5208d5c1fe3,40.715573,-73.997995,4428,8253,6860,134,10013
468,Peking Duck House,3fd66200f964a520a0e61ee3,40.71458915982214,-73.9988359474263,6423,8157,6814,83,10013
469,Oriental Garden 福臨門海鮮酒家,3fd66200f964a5209fe61ee3,40.71589091885152,-73.99733645578446,5003,8352,6960,84,10013
470,Chinese Tuxedo,582543c1b39f9613c18d8e2f,40.714430163948634,-73.99798364729664,818,930,799,25,10013
471,XO Taste,4e8741b1b63493832df29d65,40.71683793455089,-73.99684926252124,2328,4443,2587,21,10013
472,Tasty Dumpling,4a8977f0f964a520130820e3,40.714863,-73.99948,4529,7848,4379,86,10013
473,Excellent Dumpling House,3fd66200f964a52069e61ee3,40.71817725689605,-74.00057500995398,9119,12486,5914,134,10013
474,Sun Sai Gai Restaurant,4a81ac53f964a5203af71fe3,40.71736941942955,-73.9994145838037,2194,3078,1931,56,10013
475,Ping's Seafood,3fd66200f964a5206ce91ee3,40.71442446543967,-73.99883201776339,5005,8512,7343,76,10013
476,Lung Moon Bakery,4b79a8d0f964a52030092fe3,40.71651806515868,-73.99895204041454,1570,2482,1678,35,10013
477,Buddha Bodai 佛菩提素菜,459b830af964a5208b401fe3,40.71379837914967,-73.99867652064822,3984,6217,4789,110,10013
478,funny bbq 聚点,5606c755498ec78f89449528,40.71760018030402,-73.99527315155541,473,568,321,3,10013
479,M Star Cafe 明星茶餐廳,4aedda39f964a52089cf21e3,40.71420007029447,-73.99659362522682,1676,5332,3477,37,10002
480,Teado,4b2ebc57f964a520e3e524e3,40.71718422928588,-73.9948832988739,2656,5218,3473,55,10002
481,88 Palace,4a479af0f964a520dda91fe3,40.71391929696622,-73.99427629912611,5912,8745,3759,36,10002
482,Red Egg,48636f02f964a520e3501fe3,40.71882661910382,-73.99938115906414,8168,12185,8602,100,10013
483,Sichuan Hot Pot,53de8241498e5e65f14a2fbb,40.71499785551627,-73.9986699217537,541,678,440,13,10013
484,XO Kitchen,49f50c47f964a520896b1fe3,40.71748184806784,-73.99604732552757,2864,5477,4814,63,10013
485,Golden Dragon Boat Cafe & Bakery,4b9580fff964a52045a634e3,40.717773499495344,-73.99516895214416,327,1022,883,9,10002
486,May Wah Pork Chop Fast Food,3fd66200f964a52099e61ee3,40.71833211813762,-73.99844389067974,2166,3859,2303,42,10013
487,Royal Seafood Restaurant,4bdd7814b0f5c928c4684ce3,40.717304649702356,-73.99749740784958,2681,5446,4883,35,10013
488,Chatham Seafood Restaurant,49c68407f964a52052571fe3,40.71388466954485,-73.99826556444168,1793,3626,3057,16,10038
489,Buddha Bodai Kosher Vegetarian,54e771c8498e750b0dee9579,40.71632974553932,-73.99909379234619,883,1232,675,13,10013
490,Buddakan,44e9b421f964a520a5371fe3,40.74224088989257,-74.0046067331331,24720,32113,27705,472,10011
491,Pinch Chinese,58a4fb9d30ecc618cdd5c3e2,40.7264,-74.001813,1213,1592,943,19,10012
492,Hao Noodle and Tea by Madam Zhu's Kitchen,57253c92498e3c0f9a690b7c,40.7334030786336,-73.99980215251975,3492,4744,1672,49,10014
493,Shorty Tang Noodles,582a4088da08cb6d478ce53a,40.74026915851698,-74.0021262953133,730,884,443,14,10011
494,Very Fresh Noodles,56b4157d498e3b7e896370d8,40.74226558025584,-74.0063798133011,1157,1546,1287,27,10011
495,RedFarm,4e1df590b61c7cb34d9735a8,40.73416895229589,-74.00625367536026,9021,13007,11025,260,10014
496,Decoy,526eeb54498e9674b5d9034a,40.734181587313365,-74.00646239519119,2379,3110,2564,82,10014
497,Uncle Ted's Modern Chinese Cuisine,51a012dc498eefd18e57b63e,40.72863919143887,-74.0001074811426,1909,2718,2074,43,10012
498,Niu Noodle House,4ff0e85ee4b036efb47b6147,40.73443302379938,-73.99989990069467,3063,4038,3034,58,10014
499,The Rice Noodle 老滇味,586d8c0b88641b556fd1f7b3,40.72930324397628,-74.00144027624432,140,184,169,3,10012
