,name,id,lat,lng,userscount,visitscount,checkinscount,tipcount,zipcode
744,Tri Dim Shanghai,5858668cfc5a5f705fd3415e,40.77391593359783,-73.95784467458724,89,122,100,2,10075
745,Panda Express,56759406498ecd2d68a85eec,40.76566581236336,-73.95745129061507,335,616,421,0,10065
746,Charley Mom,4b53bfb3f964a5202daa27e3,40.77415432548356,-73.9484857648048,148,422,409,8,10028
747,China Taste,4ef380cf29c24e3535a0eeef,40.77496698321033,-73.95395982998126,133,438,430,2,10021
748,Tang's Garden,4b116540f964a5209f7b23e3,40.772215,-73.958981,445,732,601,24,10021
749,Shanghai,4ea5be4af5b9efc002cccdea,40.768386482733455,-73.95866887202992,229,554,460,8,10021
750,Hunan Delight Matsuya,4abd4a24f964a520798920e3,40.77074152218638,-73.95096951638398,404,902,844,20,10075
751,Ji Li Asian Food Inc,4ff5ca5de4b055f8967dc3ed,40.76380639025167,-73.95898863519923,44,229,218,3,10065
752,Our Place,4d0578c60e49721e6789767f,40.77353747432774,-73.95559287743944,293,486,467,12,10075
753,Go Noodle,4b525e58f964a520c37927e3,40.75925199817927,-73.96230527336756,130,358,357,4,10022
754,Six Happiness,4aaae96ff964a520025820e3,40.76995048426611,-73.95746483353656,165,382,381,8,10016
755,Lin's Gourmet,4b849883f964a5207f3d31e3,40.75982297396671,-73.96493729874526,170,514,483,5,10022
756,New Wong Asian Food,58c6bc42d32b4460baf4d9fa,40.763771,-73.958837,8,9,9,0,10065
757,Szechuan Gourmet,50318dc4e4b0e2ee610033e1,40.76928547149823,-73.95808423122013,286,395,355,4,10021
758,Jing Du Restaurant,4e4c4edebd413c4cc668638d,40.75897,-73.965538,0,0,0,0,10022
759,Beijing Wok,4ba10d69f964a520db9237e3,40.76745570609654,-73.95942009820281,174,333,320,5,10021
760,Tang Tang Noodle and More,4f32294e19836c91c7bc340c,40.762805,-73.96567,1,1,1,0,10021
761,Szechuan Kitchen,3fd66200f964a52050e31ee3,40.772589,-73.952599,137,328,323,13,10075
762,La Chine,587cff1865e7c7514cb5eab1,40.761772210975394,-73.96532535552979,4,4,4,0,10022
763,Gourmet Wok,4e4cb69cbd413c4cc66b8eec,40.774135,-73.948433,0,0,0,0,10028
764,Willow's,51b28eb3498e15fcefc63093,40.77478927727368,-73.95341823322555,1,19,19,0,10028
765,Chinese Taigi Center,4f32536e19836c91c7ccb235,40.774658,-73.956243,0,0,0,0,10075
766,China Spice,4d24c470836f54812ce945f7,40.77439878698826,-73.94831041835758,135,245,241,1,10028
767,面粉局,4f851c1fe4b04578ff42d5d9,40.76254653930664,-73.96565246582031,0,0,0,0,10021
768,Wok'N Roll,4e4c3bb0bd413c4cc667d75e,40.76364333330696,-73.95832589422217,1,1,1,0,10012
769,Empire Wok,4be6f09e2457a5930d4fad15,40.77486778,-73.95394627,58,114,114,1,10028
770,Chen's Gourmet,4e4ce228bd413c4cc66cf014,40.759847,-73.964899,0,0,0,0,10022
771,Wong's Reataurant On 1st Ave,4a6e486af964a5206bd41fe3,40.763736885777924,-73.95898130251658,79,137,137,3,10065
772,Gourmet Land China Bistro,4e4e4b95bd4101d0d7a71167,40.770509897892175,-73.95364783418151,3,17,17,0,10028
773,Shanjhai,5116ea1ce4b066680df9337f,40.774137,-73.949082,2,2,2,0,10028
774,Szechuan Palace,4f32a20619836c91c7eabad2,40.769371,-73.958049,13,17,15,0,10021
775,China Chalet,575210f6498ee5a2f6db07e0,40.773361,-73.955793,10,10,10,0,10075
776,Wok 88,49d6a64cf964a520f45c1fe3,40.78026277911913,-73.95291982882567,786,1638,1430,35,10128
777,Pig Heaven,5465906e498e0cb221c063e1,40.77536804369943,-73.95647627763297,441,649,469,13,10028
778,Fresh Wok,4b23e42ff964a520395c24e3,40.780622693780906,-73.9466649481451,234,496,324,6,10128
779,Tri Dim Shanghai,5858668cfc5a5f705fd3415e,40.77391593359783,-73.95784467458724,89,122,100,2,10075
780,China Jade Szechuan Chili House,59d807c8d48ec15e78a017f9,40.777426,-73.952332,8,8,8,3,10028
781,Charley Mom,4b53bfb3f964a5202daa27e3,40.77415432548356,-73.9484857648048,148,422,409,8,10028
782,Chef Ho's,4aac3833f964a520f65c20e3,40.78003251121288,-73.95015725518603,828,1565,1456,18,10128
783,Wa Jeal Sichuan Chili House,4a875feef964a520200420e3,40.775500163892616,-73.95346104980521,1043,1655,1597,43,10028
784,China Taste,4ef380cf29c24e3535a0eeef,40.77496698321033,-73.95395982998126,133,438,430,2,10021
785,Tang's Garden,4b116540f964a5209f7b23e3,40.772215,-73.958981,445,732,601,24,10021
786,Hunan Delight Matsuya,4abd4a24f964a520798920e3,40.77074152218638,-73.95096951638398,404,902,844,20,10075
787,Our Place,4d0578c60e49721e6789767f,40.77353747432774,-73.95559287743944,293,486,467,12,10075
788,Guo's Garden,4b9acf67f964a520f5d735e3,40.77784500191865,-73.94870207486802,106,284,271,6,10128
789,Noodle Fun,536e6f06498eaee664b4938e,40.779794780733674,-73.94745425283135,50,78,72,7,10128
790,Asian 83,58c592db9398ab19f33b25ca,40.77612,-73.953094,4,4,4,0,10028
791,South China Seas,4f320c5719833175d60b5505,40.781386,-73.952122,0,0,0,0,10128
792,Mingy Rose,5849b9a7d25ded7db606af98,40.77957872421942,-73.9501279592514,0,0,0,0,10128
793,Szechuan Kitchen,3fd66200f964a52050e31ee3,40.772589,-73.952599,137,328,323,13,10075
794,Lam Chao,4f32a59719836c91c7ec12ed,40.780546,-73.946699,0,0,0,0,10128
795,East Garden,5689a501498eee44a6a7c1a4,40.777724,-73.948639,15,22,21,1,
796,Six Fortune,564fb64f498ec3b7a91687bd,40.776176478475854,-73.95293033028817,4,5,5,1,10028
797,Gourmet Wok,4e4cb69cbd413c4cc66b8eec,40.774135,-73.948433,0,0,0,0,10028
798,Willow's,51b28eb3498e15fcefc63093,40.77478927727368,-73.95341823322555,1,19,19,0,10028
799,Spice Noodle,539b4042e4b0595cc39db9d7,40.7797557101527,-73.9475346156764,14,17,17,1,10029
800,Chinese Taigi Center,4f32536e19836c91c7ccb235,40.774658,-73.956243,0,0,0,0,10075
801,China Spice,4d24c470836f54812ce945f7,40.77439878698826,-73.94831041835758,135,245,241,1,10028
802,Great Wall Chinese,4bce3bed29d4b7133c42a8dc,40.778249475961495,-73.9564317240562,23,33,33,2,10028
803,Empire Wok,4be6f09e2457a5930d4fad15,40.77486778,-73.95394627,58,114,114,1,10028
804,Gourmet Land China Bistro,4e4e4b95bd4101d0d7a71167,40.770509897892175,-73.95364783418151,3,17,17,0,10028
805,Shanjhai,5116ea1ce4b066680df9337f,40.774137,-73.949082,2,2,2,0,10028
806,Guang Ming,4b19e591f964a520e2e523e3,40.78037595130876,-73.94688500157233,68,196,195,5,10128
807,Sunny East,4abffad3f964a520559320e3,40.77801279127944,-73.9485988621324,137,333,321,7,10128
808,China Chalet,575210f6498ee5a2f6db07e0,40.773361,-73.955793,10,10,10,0,10075
809,China 1 Kitchen,4ce735548ef78cfac4e6919b,40.76310928611921,-73.94885272410139,337,723,330,3,10044
810,Cafe Evergreen,50a6d6dae4b0b5b54c700593,40.768816456182456,-73.95533578111339,572,1082,888,15,10021
811,Panda Express,56759406498ecd2d68a85eec,40.76566581236336,-73.95745129061507,335,616,421,0,10065
812,Tang's Garden,4b116540f964a5209f7b23e3,40.772215,-73.958981,445,732,601,24,10021
813,Shanghai,4ea5be4af5b9efc002cccdea,40.768386482733455,-73.95866887202992,229,554,460,8,10021
814,Hunan Delight Matsuya,4abd4a24f964a520798920e3,40.77074152218638,-73.95096951638398,404,902,844,20,10075
815,Ji Li Asian Food Inc,4ff5ca5de4b055f8967dc3ed,40.76380639025167,-73.95898863519923,44,229,218,3,10065
816,Friendly Restaurant,4e6a9faa483bf2d9e650da11,40.75592509703308,-73.94233966309967,42,107,98,1,11101
817,Six Happiness,4aaae96ff964a520025820e3,40.76995048426611,-73.95746483353656,165,382,381,8,10016
818,New Wong Asian Food,58c6bc42d32b4460baf4d9fa,40.763771,-73.958837,8,9,9,0,10065
819,Szechuan Gourmet,50318dc4e4b0e2ee610033e1,40.76928547149823,-73.95808423122013,286,395,355,4,10021
820,Beijing Wok,4ba10d69f964a520db9237e3,40.76745570609654,-73.95942009820281,174,333,320,5,10021
821,Cheng Chinese Restaurant,4c118ae9416620a1ce59d9e4,40.751138,-73.9406204,114,202,159,4,11101
822,Szechuan Kitchen,3fd66200f964a52050e31ee3,40.772589,-73.952599,137,328,323,13,10075
823,Wok'N Roll,4e4c3bb0bd413c4cc667d75e,40.76364333330696,-73.95832589422217,1,1,1,0,10012
824,Wong's Reataurant On 1st Ave,4a6e486af964a5206bd41fe3,40.763736885777924,-73.95898130251658,79,137,137,3,10065
825,Gourmet Land China Bistro,4e4e4b95bd4101d0d7a71167,40.770509897892175,-73.95364783418151,3,17,17,0,10028
826,Wongs Chinese Restaurant,4d44ef60befe236a8a96fae2,40.75588877599529,-73.94262668065925,64,141,119,1,11101
827,Szechuan Palace,4f32a20619836c91c7eabad2,40.769371,-73.958049,13,17,15,0,10021
828,Kung Fu Little Steamed Buns Ramen,55495032498e99526354bbd8,40.75929923102627,-73.96948608427324,1841,3179,1289,37,10022
829,Philippe,4a987360f964a520192c20e3,40.76407054729209,-73.9704792377402,4982,7623,6259,100,10022
830,Land Of Plenty,4f208436e4b0e2de56db2754,40.76069209825678,-73.9666620391526,1970,3903,3044,63,10022
831,Asian 59,50196a54e4b0a36603352454,40.76145926641857,-73.96620967105336,635,1344,879,9,10022
832,Lilli and Loo,4adcb02ff964a520c52e21e3,40.763811,-73.967072,2891,4871,3592,43,10065
833,Cafe Evergreen,50a6d6dae4b0b5b54c700593,40.768816456182456,-73.95533578111339,572,1082,888,15,10021
834,Lychee House,4ba991e0f964a520f22e3ae3,40.759284471065456,-73.96959177455228,753,1228,1086,16,10022
835,Panda Express,56759406498ecd2d68a85eec,40.76566581236336,-73.95745129061507,335,616,421,0,10065
836,Shanghai,4ea5be4af5b9efc002cccdea,40.768386482733455,-73.95866887202992,229,554,460,8,10021
837,Ji Li Asian Food Inc,4ff5ca5de4b055f8967dc3ed,40.76380639025167,-73.95898863519923,44,229,218,3,10065
838,Six Happiness,4aaae96ff964a520025820e3,40.76995048426611,-73.95746483353656,165,382,381,8,10016
839,Lin's Gourmet,4b849883f964a5207f3d31e3,40.75982297396671,-73.96493729874526,170,514,483,5,10022
840,New Wong Asian Food,58c6bc42d32b4460baf4d9fa,40.763771,-73.958837,8,9,9,0,10065
841,Szechuan Gourmet,50318dc4e4b0e2ee610033e1,40.76928547149823,-73.95808423122013,286,395,355,4,10021
842,Beijing Wok,4ba10d69f964a520db9237e3,40.76745570609654,-73.95942009820281,174,333,320,5,10021
843,Tang Tang Noodle and More,4f32294e19836c91c7bc340c,40.762805,-73.96567,1,1,1,0,10021
844,Shanghai Tea Garden,4ad0e5d5f964a520e5da20e3,40.759736005456354,-73.96969626419202,18,25,25,0,10022
845,La Chine,587cff1865e7c7514cb5eab1,40.761772210975394,-73.96532535552979,4,4,4,0,10022
846,面粉局,4f851c1fe4b04578ff42d5d9,40.76254653930664,-73.96565246582031,0,0,0,0,10021
847,Wok'N Roll,4e4c3bb0bd413c4cc667d75e,40.76364333330696,-73.95832589422217,1,1,1,0,10012
848,Chen's Gourmet,4e4ce228bd413c4cc66cf014,40.759847,-73.964899,0,0,0,0,10022
849,Wong's Reataurant On 1st Ave,4a6e486af964a5206bd41fe3,40.763736885777924,-73.95898130251658,79,137,137,3,10065
850,Gourmet Land China Bistro,4e4e4b95bd4101d0d7a71167,40.770509897892175,-73.95364783418151,3,17,17,0,10028
851,Szechuan Palace,4f32a20619836c91c7eabad2,40.769371,-73.958049,13,17,15,0,10021
852,Pig Heaven,5465906e498e0cb221c063e1,40.77536804369943,-73.95647627763297,441,649,469,13,10028
853,Tri Dim Shanghai,5858668cfc5a5f705fd3415e,40.77391593359783,-73.95784467458724,89,122,100,2,10075
854,China Jade Szechuan Chili House,59d807c8d48ec15e78a017f9,40.777426,-73.952332,8,8,8,3,10028
855,Charley Mom,4b53bfb3f964a5202daa27e3,40.77415432548356,-73.9484857648048,148,422,409,8,10028
856,Wa Jeal Sichuan Chili House,4a875feef964a520200420e3,40.775500163892616,-73.95346104980521,1043,1655,1597,43,10028
857,China Taste,4ef380cf29c24e3535a0eeef,40.77496698321033,-73.95395982998126,133,438,430,2,10021
858,Tang's Garden,4b116540f964a5209f7b23e3,40.772215,-73.958981,445,732,601,24,10021
859,Hunan Delight Matsuya,4abd4a24f964a520798920e3,40.77074152218638,-73.95096951638398,404,902,844,20,10075
860,Our Place,4d0578c60e49721e6789767f,40.77353747432774,-73.95559287743944,293,486,467,12,10075
861,Six Happiness,4aaae96ff964a520025820e3,40.76995048426611,-73.95746483353656,165,382,381,8,10016
862,Asian 83,58c592db9398ab19f33b25ca,40.77612,-73.953094,4,4,4,0,10028
863,Szechuan Kitchen,3fd66200f964a52050e31ee3,40.772589,-73.952599,137,328,323,13,10075
864,Six Fortune,564fb64f498ec3b7a91687bd,40.776176478475854,-73.95293033028817,4,5,5,1,10028
865,Gourmet Wok,4e4cb69cbd413c4cc66b8eec,40.774135,-73.948433,0,0,0,0,10028
866,Willow's,51b28eb3498e15fcefc63093,40.77478927727368,-73.95341823322555,1,19,19,0,10028
867,Chinese Taigi Center,4f32536e19836c91c7ccb235,40.774658,-73.956243,0,0,0,0,10075
868,China Spice,4d24c470836f54812ce945f7,40.77439878698826,-73.94831041835758,135,245,241,1,10028
869,Empire Wok,4be6f09e2457a5930d4fad15,40.77486778,-73.95394627,58,114,114,1,10028
870,Gourmet Land China Bistro,4e4e4b95bd4101d0d7a71167,40.770509897892175,-73.95364783418151,3,17,17,0,10028
871,Shanjhai,5116ea1ce4b066680df9337f,40.774137,-73.949082,2,2,2,0,10028
872,China Chalet,575210f6498ee5a2f6db07e0,40.773361,-73.955793,10,10,10,0,10075
873,Wok 88,49d6a64cf964a520f45c1fe3,40.78026277911913,-73.95291982882567,786,1638,1430,35,10128
874,Pig Heaven,5465906e498e0cb221c063e1,40.77536804369943,-73.95647627763297,441,649,469,13,10028
875,Fresh Wok,4b23e42ff964a520395c24e3,40.780622693780906,-73.9466649481451,234,496,324,6,10128
876,Tri Dim Shanghai,5858668cfc5a5f705fd3415e,40.77391593359783,-73.95784467458724,89,122,100,2,10075
877,China Jade Szechuan Chili House,59d807c8d48ec15e78a017f9,40.777426,-73.952332,8,8,8,3,10028
878,Charley Mom,4b53bfb3f964a5202daa27e3,40.77415432548356,-73.9484857648048,148,422,409,8,10028
879,Chef Ho's,4aac3833f964a520f65c20e3,40.78003251121288,-73.95015725518603,828,1565,1456,18,10128
880,Wa Jeal Sichuan Chili House,4a875feef964a520200420e3,40.775500163892616,-73.95346104980521,1043,1655,1597,43,10028
881,Chinatown East Restaurant,4b292040f964a520459924e3,40.78274531667897,-73.950934857016,1904,4217,3780,27,10128
882,China Taste,4ef380cf29c24e3535a0eeef,40.77496698321033,-73.95395982998126,133,438,430,2,10021
883,A-Jiao Sichuan Cuisine,52ed887d498ecc66ab2e02b0,40.78302391641758,-73.94798723979062,88,169,168,6,10128
884,Pic Up Stix,4e0d1f431f6e9964ea1669cb,40.782460779896354,-73.95339062640896,225,423,343,7,10128
885,Our Place,4d0578c60e49721e6789767f,40.77353747432774,-73.95559287743944,293,486,467,12,10075
886,Five Luck Restaurant,4c544d0e72cf0f47267553d4,40.78340048673886,-73.94779101118264,78,174,172,6,10128
887,Guo's Garden,4b9acf67f964a520f5d735e3,40.77784500191865,-73.94870207486802,106,284,271,6,10128
888,Noodle Fun,536e6f06498eaee664b4938e,40.779794780733674,-73.94745425283135,50,78,72,7,10128
889,Asian Gourmet,51217189e4b0227e25949a37,40.78764051091013,-73.95035303433103,46,73,67,2,10029
890,Asian 83,58c592db9398ab19f33b25ca,40.77612,-73.953094,4,4,4,0,10028
891,South China Seas,4f320c5719833175d60b5505,40.781386,-73.952122,0,0,0,0,10128
892,Mingy Rose,5849b9a7d25ded7db606af98,40.77957872421942,-73.9501279592514,0,0,0,0,10128
893,Lam Chao,4f32a59719836c91c7ec12ed,40.780546,-73.946699,0,0,0,0,10128
894,East Garden,5689a501498eee44a6a7c1a4,40.777724,-73.948639,15,22,21,1,
895,new good taste 2 chinese restaurant,4d5dc72cd439cbff805240ba,40.787815,-73.944644,3,6,4,0,10029
896,Six Fortune,564fb64f498ec3b7a91687bd,40.776176478475854,-73.95293033028817,4,5,5,1,10028
897,Chinese Mirch,4bef3bf7ea570f47501d8fd2,40.78317357392835,-73.94773006439209,17,21,21,2,10128
898,Grand Eastern,4af06300f964a52096db21e3,40.78678048929294,-73.95021782258036,66,135,135,4,10029
899,Gourmet Wok,4e4cb69cbd413c4cc66b8eec,40.774135,-73.948433,0,0,0,0,10028
900,Willow's,51b28eb3498e15fcefc63093,40.77478927727368,-73.95341823322555,1,19,19,0,10028
901,King Let Kitchen,4e4095b6b0fb1399f6e42d93,40.787148,-73.948141,2,4,4,0,
902,Spice Noodle,539b4042e4b0595cc39db9d7,40.7797557101527,-73.9475346156764,14,17,17,1,10029
903,Chinese Taigi Center,4f32536e19836c91c7ccb235,40.774658,-73.956243,0,0,0,0,10075
904,China Spice,4d24c470836f54812ce945f7,40.77439878698826,-73.94831041835758,135,245,241,1,10028
905,Great Wall Chinese,4bce3bed29d4b7133c42a8dc,40.778249475961495,-73.9564317240562,23,33,33,2,10028
906,Empire Wok,4be6f09e2457a5930d4fad15,40.77486778,-73.95394627,58,114,114,1,10028
907,China Moon,4e4e4e2abd4101d0d7a749fd,40.785463689780535,-73.94251187370708,2,3,3,0,10029
908,New Delicious Inc,4dab9063fa8cc76497507739,40.78773780084235,-73.94404454136345,45,137,118,3,
909,Shanjhai,5116ea1ce4b066680df9337f,40.774137,-73.949082,2,2,2,0,10028
910,Guang Ming,4b19e591f964a520e2e523e3,40.78037595130876,-73.94688500157233,68,196,195,5,10128
911,Sunny East,4abffad3f964a520559320e3,40.77801279127944,-73.9485988621324,137,333,321,7,10128
912,China Chalet,575210f6498ee5a2f6db07e0,40.773361,-73.955793,10,10,10,0,10075
913,RedFarm,5215797811d2f1217bb93475,40.78204527610433,-73.98087834722097,6307,9583,5284,111,10024
914,Jing Fong,5966aacf061b516b02e056b2,40.782676167590026,-73.97877621724349,255,296,202,3,10024
915,La Caridad 78,4a8dd484f964a520081120e3,40.78312111950729,-73.98096284557073,2448,4134,2461,29,10024
916,Shun Lee,4aa834b7f964a5200e5020e3,40.77270074253027,-73.98154231629059,3404,5055,4619,60,10023
917,La Salle Dumpling Room,5960214035d3fc3e620ea646,40.772954,-73.989335,52,90,58,0,10023
918,The Cottage,3fd66200f964a520a7ea1ee3,40.781890260325056,-73.9792663407642,1281,2495,2384,46,10024
919,Wok City,4aed1141f964a52001cd21e3,40.77523255727379,-73.98409665398943,249,1015,960,13,10023
920,La Dinastia,4af4c53cf964a52000f621e3,40.77817731218612,-73.98044169455747,659,1040,903,30,10023
921,Ocean Dragon Chinese,4b5f371cf964a520d3ad29e3,40.769351176581246,-73.98841359073752,247,793,762,4,10019
922,Legend,51883630498efd58e7a978bf,40.778027545216446,-73.97974465570476,445,673,564,9,10023
923,Grand Sichuan,49d94ca6f964a520205e1fe3,40.7801804761489,-73.98043464951085,2032,3837,3804,53,10023
924,Beijing Chinese Food,4b5748d8f964a520432f28e3,40.768756451798204,-73.98891865317907,145,614,611,7,10019
925,Empire Columbus,5182a2eb498e5965ff800f57,40.77525844076668,-73.98049778094963,39,46,45,1,10023
926,Mah Jong,557c79d2498e5325b3ee05fe,40.773119914352435,-73.98918102573148,17,49,44,0,10023
927,D And J's Sausage Factory,4c535e9ff5f3d13acee962f8,40.770099,-73.982064,14,65,65,4,10023
928,szechuan garden restaurant,4bc7cc058b7c9c74dd3d37cf,40.77435508162024,-73.98371745682837,5,5,5,1,10019
929,Chinafun,4fd3c9c6e4b01a8122ee3d98,40.777032,-73.979193,2,2,2,0,10023
930,House Of Song,55751a60498e9ea792fdc34a,40.772595,-73.9812,3,57,39,1,10023
931,B & J Kitchen,4b870d23f964a520aead31e3,40.76914462247363,-73.98772906303043,9,23,23,0,10019
932,Schizuan Restaurant,4d49f91f782f3704c4187337,40.779417,-73.978316,3,3,3,0,
933,"HKC,Tatsuya,Penang Bistro,Delika - Central Park",4bf366c2706e20a10e40a898,40.773144,-73.974687,1,1,1,0,10023
934,Seasons Thyme,4c365fdc3849c928d4f3bbb1,40.782929,-73.985817,2,2,2,0,10024
935,RedFarm,5215797811d2f1217bb93475,40.78204527610433,-73.98087834722097,6307,9583,5284,111,10024
936,Junzi Kitchen,57f5241d498e3b45c81d6194,40.80593913348885,-73.9654220954998,259,441,235,12,10025
937,Han Dynasty,5529bfd8498ec6ce692d8015,40.78761996790675,-73.97635945297974,2904,5052,2755,52,10024
938,Xi'an Famous Foods,529e3657498efb17e9c800b7,40.798353,-73.969378,4266,8318,3397,69,10025
939,108 Food- Dried Hot Pot,58fbdc8fe0755067a6dcf3ee,40.80295775350804,-73.96754895789924,207,331,183,8,10025
940,Jing Fong,5966aacf061b516b02e056b2,40.782676167590026,-73.97877621724349,255,296,202,3,10024
941,Flor De Mayo,3fd66200f964a5205fe81ee3,40.79781835926693,-73.96980449551504,3435,5598,3856,72,10025
942,La Caridad 78,4a8dd484f964a520081120e3,40.78312111950729,-73.98096284557073,2448,4134,2461,29,10024
943,Flor de Mayo,4a7a543df964a5202ee91fe3,40.785966049770074,-73.9763123251348,4072,6873,6260,86,10024
944,Pearls,4a038994f964a520c5711fe3,40.79581795808015,-73.96904646766076,1008,1792,1114,15,10025
945,Legend Upper West,50be3d38e4b0134f49e7c9be,40.80334988530988,-73.9668128819379,830,1383,674,10,10025
946,Ollie's Noodle Shop & Grille,56f9bde2498e2273715219c6,40.79937866374148,-73.96849305012344,179,289,222,6,10025
947,Szechuan Garden,531e069e498ec4f3e6b40327,40.80042325069722,-73.96780739712604,293,550,449,6,10025
948,Lava Kitchen,57dd6c3ccd102f97e9a29636,40.7975967,-73.96924009999998,78,108,78,4,10025
949,Happy Hot Hunan,5671c7b4498ea75bbb30376c,40.801619,-73.965102,93,130,108,2,10025
950,The Cottage,3fd66200f964a520a7ea1ee3,40.781890260325056,-73.9792663407642,1281,2495,2384,46,10024
951,New Kam Lai,4be0a4fb2aed2d7f230fc96f,40.78681937696887,-73.9755974674424,154,310,304,2,10024
952,Ollies to Go,4c42472acc410f476f97ac61,40.79044190607734,-73.9748217450227,703,1265,1062,21,10024
953,Junzi Kitchen,57f5241d498e3b45c81d6194,40.80593913348885,-73.9654220954998,259,441,235,12,10025
954,Xi'an Famous Foods,529e3657498efb17e9c800b7,40.798353,-73.969378,4266,8318,3397,69,10025
955,108 Food- Dried Hot Pot,58fbdc8fe0755067a6dcf3ee,40.80295775350804,-73.96754895789924,207,331,183,8,10025
956,Flor De Mayo,3fd66200f964a5205fe81ee3,40.79781835926693,-73.96980449551504,3435,5598,3856,72,10025
957,Pearls,4a038994f964a520c5711fe3,40.79581795808015,-73.96904646766076,1008,1792,1114,15,10025
958,Legend Upper West,50be3d38e4b0134f49e7c9be,40.80334988530988,-73.9668128819379,830,1383,674,10,10025
959,Ollie's Noodle Shop & Grille,56f9bde2498e2273715219c6,40.79937866374148,-73.96849305012344,179,289,222,6,10025
960,Szechuan Garden,531e069e498ec4f3e6b40327,40.80042325069722,-73.96780739712604,293,550,449,6,10025
961,Lava Kitchen,57dd6c3ccd102f97e9a29636,40.7975967,-73.96924009999998,78,108,78,4,10025
962,Happy Hot Hunan,5671c7b4498ea75bbb30376c,40.801619,-73.965102,93,130,108,2,10025
963,Szechuan Garden Kitchen,4e2f663de4cdb5a70d689bd8,40.802016524033924,-73.95723531366912,35,84,84,2,10026
964,Ollies to Go,4c42472acc410f476f97ac61,40.79044190607734,-73.9748217450227,703,1265,1062,21,10024
965,Healthy Corner Chinese Food Cart,5772bb62498e562ece7193c8,40.80814889720485,-73.96287182676899,5,7,7,0,10027
966,Zhong Hua,4beecb63e24d20a1685d7314,40.794858151973216,-73.9623545314355,34,282,281,1,10025
967,New Kam Lai,4c150499127f9521daf22425,40.7930148619515,-73.97105069259584,110,229,217,9,10025
968,Red Hot,59ac42570868a23a1e0fde8f,40.801466,-73.961428,6,6,6,0,10025
969,The Tuo Fast Food,59d6adb558002c2cb1917f02,40.808412,-73.963144,1,1,1,0,10027
970,Hunan Chen's Kitchen,517732ade4b01baf4729f059,40.801382601684686,-73.96141392572608,40,105,95,2,10025
971,La Nueva Victoria,4bb00d5af964a5202d343ce3,40.79394371318364,-73.97224475675158,359,580,482,8,10025
972,empire garden,5404df7b498eccd89627a700,40.798295,-73.963701,17,21,20,1,10025
973,Peking Kitchen,4d1522618312236a9f0950ba,40.80482333472266,-73.9551611375202,107,407,401,6,10026
974,Ma La Xiang Guo,590613293d47912d4bc2d3f4,40.802665,-73.967366,5,6,5,1,10025
975,Chinese,4e3b4332ae6045423648a9e5,40.79397567992397,-73.97227904120254,10,10,10,0,
976,New Asia Restaurant,4d5d4b54775f8cfa3563c0e0,40.79177603944643,-73.97201502558673,63,153,150,3,10025
977,Hwa Ying Chinese Restaurant,4f43e7c519836ed001912bf3,40.798417,-73.963407,0,0,0,0,10025
978,Benny's Lung Sheng Restaurant,4cf19117708060fca33af568,40.79810155608249,-73.96346301972062,14,68,66,1,10025
979,Rama chinese food,4ca9c9a444a8224bd9842440,40.800832,-73.965421,2,2,2,0,10025
980,Empire Sushi,4a09f288f964a52076741fe3,40.79732261651322,-73.96983975271246,291,453,432,10,10025
981,Jing Hua Chinese Restaurant,4f43f27219836ed001915c69,40.789052,-73.974029,7,8,8,0,10024
982,U Like Chinese Restaurant,4f325b1f19836c91c7cfb120,40.793087,-73.96736,12,13,13,1,10025
983,Imperial Feast,4c1503b1127f9521a9f22425,40.79226,-73.967961,1,1,1,0,10025
984,Concord Garden,4be1f4f5edbb0f471449a715,40.8023383729882,-73.96433838489506,90,204,188,3,10025
985,Golden Garden,4c043a7839d476b0e73931a7,40.799501831390494,-73.96260779826342,10,24,24,1,10025
986,U Like Chinese,4b885bd3f964a520dbf131e3,40.79855362787655,-73.96340347000421,60,135,134,2,10025
987,Wai Lee Restaurant,4b64ad20f964a520a0c72ae3,40.80075544977552,-73.96546483977176,51,164,164,3,10025
988,Kong Food,4ef28ace991151406cab838a,40.788785120161826,-73.97463794726357,1,1,1,0,10024
989,New Dragon,513fddbce4b028cabb15cfc7,40.804547,-73.955675,1,1,1,0,10026
990,Spice,4b6b1845f964a52073f22be3,40.78980755707059,-73.97332362117564,144,259,257,7,10024
991,New Kam Lai,4e4e6b6bbd4101d0d7a9c103,40.798748881645075,-73.96696039593138,65,133,129,3,10025
992,Hong Cheong,5086ca47e4b0bdc4ffafbf1a,40.80215835571289,-73.9602279663086,1,1,1,0,10027
993,The Handpulled Noodle,54e52c00498ed1a732aa2037,40.82850424461327,-73.94885138677587,1271,2173,1131,43,10031
994,New Home Sing,4f177ab5e4b01130e70c27cf,40.82049106946035,-73.95453012560915,67,264,193,0,10031
995,City One Chinese Restaurant,4dd5c9448877f1150fc23d52,40.82268804370475,-73.94210414664701,102,333,308,2,10030
996,King's Wok,4cd76fd7dfb4a1cd7195645c,40.827566104011005,-73.94976562795797,64,208,205,3,10031
997,New Golden Dragon,4a8b4bd9f964a520190c20e3,40.82422315102238,-73.94520000800988,254,588,394,3,10031
998,New Golden Empire,4b1f0394f964a520e22224e3,40.82606357103899,-73.94327792963422,136,482,421,10,10031
999,Silver Palace,4cccb7e372106dcb341f9e99,40.82305186223518,-73.9529783378995,41,217,175,4,10031
1000,Sum Hing,4c13ff18a9c220a113d3569d,40.8190221196401,-73.95205210189614,40,123,122,0,10031
