,neighborhood,lat,lng,subway,competitors,rating,review_count,price,rent,half-mile_sub_count,unsupervised_score
180,180,40.95394319697917,-74.06997225114583,0,0,0.0,0.0,0.0,40.166666666666664,0,0.0029368160251012285
181,181,40.68259848866667,-74.10458123333333,0,2,0.0,0.0,0.0,26.75,0,0.006682029082479575
182,182,40.76987568166667,-74.072291885,0,0,0.0,0.0,0.0,47.080000000000005,0,0.0011050547534511056
183,183,40.86497599470588,-74.1967930107843,0,0,0.0,0.0,0.0,52.75333333333333,0,0.002065615530634202
184,184,40.7310539006391,-73.98040766548874,4,0,3.5,138.33333333333334,1.5,99.79,8,0.0028691406005405245
185,185,40.743496105846155,-74.19475836507692,0,1,0.0,0.0,0.0,18.86,0,0.0034617085335597484
186,186,40.80558236658088,-73.962519445,15,4,3.533333333333333,105.86666666666666,1.6666666666666667,52.46666666666667,15,0.004123440848153804
187,187,40.719389396169724,-73.98851240729358,13,11,3.6739130434782608,344.4347826086956,1.3478260869565217,144.28499999999994,21,0.006337383680417803
188,188,40.750923028392855,-73.86568615803571,9,1,4.25,7.0,1.0,28.166666666666668,9,0.010320943729713152
189,189,40.7627503346875,-73.81016441140625,0,0,0.0,0.0,0.0,27.666666666666668,0,0.0035729820949113133
190,190,40.7485670575,-74.11187270149999,0,0,0.0,0.0,0.0,107.51666666666667,0,0.0
191,191,40.836675984310354,-73.85903186896552,7,3,0.0,0.0,0.0,33.11,3,0.006290643563646707
192,192,40.83181785052631,-74.18380498368421,0,0,0.0,0.0,0.0,47.080000000000005,0,0.004110501063022357
193,193,40.60224677477611,-74.15960985134328,13,2,0.0,0.0,0.0,54.51118750000003,0,0.003886106463958067
194,194,40.727601776464645,-73.95322291126263,11,3,3.4444444444444446,68.66666666666667,1.1111111111111112,84.28333333333333,11,0.002312840718968573
195,195,40.7852427977931,-73.97538524975863,18,1,3.3076923076923075,142.0,1.3846153846153846,107.67666666666666,18,0.0018476372044151667
196,196,40.73274666201755,-74.06397980640351,0,1,3.5,16.0,2.0,107.51666666666667,0,0.003563048455675879
197,197,40.78100969174757,-74.0172846692233,0,2,3.55,42.6,1.0,52.75333333333333,0,0.008794106994216034
198,198,40.732080120442475,-74.16997605513275,0,0,0.0,0.0,0.0,28.22,0,0.0017593817434799462
199,199,40.76088301850203,-73.99816703983805,1,0,3.25,111.5,2.0,56.845000000000084,4,0.001906897400135451
