,neighborhood,lat,lng,subway,competitors,rating,review_count,price,rent,half-mile_sub_count,unsupervised_score
248,248,40.70583102315789,-74.09086621403509,0,1,0.0,0.0,0.0,82.80333333333333,0,0.002624117021501618
249,249,40.69102266392,-73.92968744224,6,4,0.0,0.0,0.0,40.81,4,0.023651686599739145
250,250,40.89478365103447,-73.85693749827584,12,1,0.0,0.0,0.0,28.5,4,0.010442152436845323
251,251,40.728460087307695,-74.0399534075,0,0,0.0,0.0,0.0,124.93333333333334,0,0.000967426989679094
252,252,40.893087769761905,-74.10054787571428,0,1,0.0,0.0,0.0,57.776666666666664,0,0.024109244337003025
253,253,40.55986547692308,-73.91686379153846,0,0,0.0,0.0,0.0,29.166666666666668,0,0.0
254,254,40.75142441114754,-73.99233945735885,31,6,3.25,146.5,1.375,48.0,85,0.0053024189061280065
255,255,40.59831872191919,-73.97473420222222,17,3,0.0,0.0,0.0,39.166666666666664,12,0.011894189931162452
256,256,40.757912256785715,-73.96816611193609,21,6,3.392857142857143,139.5,1.75,70.0,37,0.003308419086134891
257,257,40.770460483499996,-73.92093388307144,8,2,3.125,41.25,1.0,23.610000000000014,8,0.0038786182021772367
258,258,40.68610927565217,-73.84882049652172,17,3,0.0,0.0,0.0,26.066666666666666,5,0.011999449724432941
259,259,40.809345307945215,-73.91564716150684,28,1,0.0,0.0,0.0,25.0,20,0.0070660320494083575
260,260,40.70263889980132,-73.80305400377482,20,1,0.0,0.0,0.0,54.0,25,0.002894844248858356
261,261,40.77818807904136,-73.95144404099624,14,8,3.5,123.26315789473684,1.5789473684210527,40.0,16,0.00476927078674027
262,262,40.88195563958333,-73.95037314083334,0,0,0.0,0.0,0.0,44.5,0,0.0008905394395285825
263,263,40.63523829871429,-73.92197873128572,0,0,0.0,0.0,0.0,30.0,0,0.0016977287934404766
264,264,40.74100429544643,-73.98396474363841,16,4,3.5,140.1875,1.5,58.0,45,0.004215782416243135
265,265,40.76995200891247,-73.98453546912467,22,0,3.5,401.8,1.8,57.333333333333336,34,0.0041434690354095974
266,266,40.7467132525,-74.15522093057693,0,0,0.0,0.0,0.0,107.51666666666667,0,0.0031658459071113557
267,267,40.91628984636364,-74.05807511454545,0,0,0.0,0.0,0.0,40.166666666666664,0,0.00659278164377116
268,268,40.75186094232143,-73.75604896214286,0,0,0.0,0.0,0.0,41.266666666666666,0,0.0006484792991966899
269,269,40.92943515886363,-74.0284941340909,0,0,0.0,0.0,0.0,40.166666666666664,0,0.0
270,270,40.8835921035294,-74.21571691308823,0,1,0.0,0.0,0.0,52.75333333333333,0,0.003900118007482653
271,271,40.84319977057971,-74.16101541130433,0,2,0.0,0.0,0.0,52.75333333333333,0,0.0035344272569585366
272,272,40.644831925060245,-73.79096904216867,0,0,0.0,0.0,0.0,33.4,0,0.0
273,273,40.84385316775,-73.94022344116667,14,0,3.3333333333333335,20.666666666666668,1.0,45.91,19,0.000492006847090633
274,274,40.87463596659091,-73.98719849977273,0,0,0.0,0.0,0.0,44.60999999999999,0,0.0036295722444533276
275,275,40.872606969659095,-73.91062812886364,6,2,0.0,0.0,0.0,44.5,6,0.004891629516474963
276,276,40.76226951492308,-73.8913118223077,0,0,3.8333333333333335,17.0,1.0,45.94333333333333,0,0.008738888898097505
277,277,40.728690586025635,-73.98776317532969,10,4,3.725806451612903,456.64516129032256,1.8387096774193548,130.45666666666668,42,0.005754453794559555
278,278,40.716518789663866,-73.96055054509804,4,2,3.9375,136.125,1.625,84.28333333333345,6,0.005050491918569963
279,279,40.799698811020406,-74.25596744408162,0,2,0.0,0.0,0.0,36.516666666666666,0,0.012156674077423584
280,280,40.636971794272725,-74.02326662927274,16,1,0.0,0.0,0.0,20.933333333333326,10,0.0032995446884457533
281,281,40.657106614642856,-74.12841140357143,0,0,0.0,0.0,0.0,18.86,0,0.0060066555768100065
282,282,40.87100099917807,-73.88474495246575,10,2,0.0,0.0,0.0,44.5,12,0.012418434743627391
283,283,40.60193978423077,-73.94002074346153,0,1,0.0,0.0,0.0,39.166666666666664,0,0.007540191461260319
284,284,40.768134508085105,-73.74127411617022,0,1,0.0,0.0,0.0,41.266666666666666,0,0.009090087866222035
285,285,40.878489377045454,-74.12248400409091,0,1,0.0,0.0,0.0,62.23,0,0.012172704815839009
286,286,40.848143515882356,-73.83127894431372,10,0,0.0,0.0,0.0,33.11,10,0.0026608048303981826
287,287,40.80683284651515,-73.9900378528788,0,0,0.0,0.0,0.0,107.67666666666666,0,0.0029846993867569953
288,288,40.90077970833333,-74.0709413675,0,1,0.0,0.0,0.0,44.60999999999999,0,0.03378546624335592
289,289,40.66607366510638,-73.7705913987234,0,0,0.0,0.0,0.0,34.06666666666667,0,0.0015440905954614214
290,290,40.90893702181818,-73.99895607606061,0,0,0.0,0.0,0.0,40.166666666666664,0,0.0028138752512034283
291,291,40.608710741794866,-74.12659562897436,0,0,0.0,0.0,0.0,21.33,0,0.0005769852126192032
292,292,40.71586148539759,-74.00939884419276,36,3,2.388888888888889,97.11111111111111,1.4444444444444444,79.8,80,0.006547969616606271
293,293,40.73206888314236,-74.00073194265623,11,3,3.911764705882353,271.70588235294116,1.588235294117647,123.60000000000001,46,0.005534429447042905
294,294,40.745469653734936,-74.05089835168674,0,4,3.75,49.5,1.25,107.51666666666667,0,0.02422478907492489
295,295,40.74429538027356,-73.97715336650454,1,3,3.4444444444444446,71.33333333333333,1.5,84.0,19,0.0036850581127228954
296,296,40.86347553,-74.1525002081818,0,0,0.0,0.0,0.0,52.75333333333333,0,0.005563638202716211
297,297,40.933885168965524,-74.12934898137931,0,0,0.0,0.0,0.0,45.44333333333333,0,0.0007833649046388152
298,298,40.67564147372549,-73.99917332343138,3,0,0.0,0.0,0.0,42.45333333333333,6,0.0009105040646122043
299,299,40.855056217666665,-73.866570022,10,0,0.0,0.0,0.0,33.11,9,0.0005574658647499555
