,neighborhood,lat,lng,subway,competitors,rating,review_count,price,unsupervised_score
56,56,40.90939840978495,-73.78312152978495,0,1,0.0,0.0,0.0,0.004155725467434096
57,57,40.65028517291229,-73.7814435023158,1,0,0.0,0.0,0.0,0.0043411168122570315
58,58,40.78721726948675,-73.97439508706955,34,5,3.1451612903225805,140.58064516129033,1.5806451612903225,0.003819543837307747
59,59,40.83926061071429,-73.8594487376,29,4,0.0,0.0,0.0,0.005521725265836493
60,60,40.659258026135696,-73.9519033041593,32,2,3.5,49.0,1.0,0.004425601635629792
61,61,40.712085128113884,-73.84203271370107,29,7,0.0,0.0,0.0,0.003991090367849743
62,62,40.60788162292817,-73.99047710544198,44,13,0.0,0.0,0.0,0.005506336432458259
63,63,40.709810503842064,-74.00928511746228,113,5,2.8620689655172415,84.48275862068965,1.4137931034482758,0.002799861015996034
64,64,40.794848510934074,-74.18797897835167,0,3,0.0,0.0,0.0,0.006035735504812006
65,65,40.917609821372544,-74.16959623509804,0,0,0.0,0.0,0.0,0.006737204480908285
66,66,40.94321454864,-74.0285241664,0,0,0.0,0.0,0.0,0.003099451391358521
67,67,40.72752794157718,-74.00185992228188,51,3,3.888888888888889,249.85185185185185,1.8888888888888888,0.003256674533754663
68,68,40.8792444143421,-74.2070505669079,0,2,0.0,0.0,0.0,0.0033991309643587237
69,69,40.73937397389423,-74.0620166583173,0,4,3.9,32.8,1.4,0.00784283849971133
70,70,40.722879118028175,-74.2406419471831,0,0,0.0,0.0,0.0,0.005954030167896647
71,71,40.69302696429812,-73.98998223360347,58,3,3.6666666666666665,193.16666666666666,1.3333333333333333,0.009071558662017663
72,72,40.73640327408072,-74.18008544349776,0,1,0.0,0.0,0.0,0.007044298581680002
73,73,40.8241705788716,-73.90250711785994,51,8,0.0,0.0,0.0,0.0074377258255179214
74,74,40.75411347076725,-73.97720035222437,53,15,3.3333333333333335,203.02564102564102,1.6153846153846154,0.0036722363058614657
75,75,40.811432961189595,-74.0013843413383,0,1,4.0,73.72727272727273,1.4545454545454546,0.002973198011691652
76,76,40.78669316104,-74.24665291864001,0,3,0.0,0.0,0.0,0.0064358390849023036
77,77,40.873038025338346,-73.91548653453634,36,4,2.75,4.0,0.5,0.003863295195567479
78,78,40.721090109597995,-74.0414117638191,0,2,3.111111111111111,185.0,1.7777777777777777,0.00885360557551026
79,79,40.933886605518865,-73.9825742581132,0,1,0.0,0.0,0.0,0.005322960887710075
80,80,40.628394015817314,-74.08287206677885,6,0,0.0,0.0,0.0,0.0032332098234950004
81,81,40.62369565072727,-74.02752718400002,14,2,0.0,0.0,0.0,0.003174604710123308
82,82,40.83215154829897,-74.15254012113401,0,4,0.0,0.0,0.0,0.00448749197849541
83,83,40.75796983118421,-73.83129387993421,17,35,4.166666666666667,242.0,2.0,0.016212852887167225
84,84,40.938479554512185,-73.85060598347559,0,1,0.0,0.0,0.0,0.0034110550932520967
85,85,40.72985948929537,-73.98654491832741,29,8,3.6206896551724137,333.41379310344826,1.7413793103448276,0.0033156890414998428
86,86,40.68051217004785,-73.8733233583732,37,3,0.0,0.0,0.0,0.04456920354925773
87,87,40.883641200558145,-73.86868864902327,28,4,0.0,0.0,0.0,0.00727640920264809
88,88,40.595945220243905,-73.94889927223578,7,5,0.0,0.0,0.0,0.003816285328359078
89,89,40.71403783887574,-73.7442517837278,0,4,0.0,0.0,0.0,0.00649421886622336
90,90,40.57472012511628,-73.89837052767442,0,0,0.0,0.0,0.0,0.0038906390230645962
91,91,40.756926777122295,-73.99076216503045,83,16,3.433333333333333,227.0222222222222,1.6444444444444444,0.0038456854302740258
92,92,40.96951847925373,-73.95771297701492,0,2,0.0,0.0,0.0,0.005834662695881691
93,93,40.73056741173296,-73.86643627622159,24,7,4.1,74.0,1.4,0.0068706834825097785
94,94,40.897922359455436,-74.03313418356436,0,3,0.0,0.0,0.0,0.007097487424162764
95,95,40.62325348095745,-73.92811981319149,0,5,0.0,0.0,0.0,0.0069912472126177905
96,96,40.803870380858775,-73.93882079875955,53,2,3.482142857142857,10.964285714285714,1.1785714285714286,0.002878613658245145
97,97,40.64615792060975,-73.89294531091464,6,1,0.0,0.0,0.0,0.005875957089112478
98,98,40.681733328780496,-73.97289368362371,47,5,3.875,71.25,1.25,0.0028429583209807537
99,99,40.82651644878948,-74.10415065473684,0,1,4.0,93.0,2.0,0.0011575017757155769
