name,price,rating,zip code,latitude,longitude,review count,competitors,subway_around,target1,target1_norm,target2,target2_norm,target3,target3_norm
88 Chinese Restaurant,1,3.0,10037.0,40.813359915489706,-73.9418023908753,12,8,4,-25.0,0.02819762827378922,120,0.002393906420021763,3.0,0.5
Go Noodle Nine Moon,1,2.5,10022.0,40.75932,-73.96254,43,32,0,-134.127,0.01706744035450535,430,0.009140369967355821,2.5,0.375
City One Restaurant,2,3.5,10030.0,40.8225557826076,-73.94196029622249,12,5,4,-18.28,0.02888302109882416,120,0.002393906420021763,3.5,0.625
Hou Yi Hot Pot,2,4.0,10003.0,40.72732,-73.98902,86,49,0,-14.50285714285718,0.02926826315439226,860,0.018498367791077257,4.0,0.75
Asian 83,2.5,2.5,10028.0,40.77626,-73.95326899999999,16,28,4,-210.0,0.00932892698934526,160,0.003264417845484222,2.5,0.375
New Wong Asian Food,1,2.5,10065.0,40.763786524489,-73.9588390469633,10,20,0,-197.82857142857142,0.010570327259178948,100,0.001958650707290533,2.5,0.375
Great Wall Kitchen,1,3.5,10027.0,40.813257470727,-73.9453851431608,5,11,0,-55.0,0.02513783887631182,50,0.0008705114254624592,3.5,0.625
Yang's Happy Wok,1,3.5,10009.0,40.726409000000004,-73.977447,8,26,0,-110.7725,0.019449435403951547,80,0.0015233949945593036,3.5,0.625
Hua Ji Pork Chop Fast Food,1,4.0,10002.0,40.714809,-73.993072,64,223,3,-70.5,0.023556947687615164,640,0.013710554951033732,4.0,0.75
Golden Unicorn,2,3.5,10002.0,40.7136770496642,-73.997163364418,1353,219,0,2571.5,0.2930224006254581,13530,0.2942328618063112,3.5,0.625
ABlue Chinese Restaurant,2.5,4.0,10024.0,40.786266,-73.976448,1,17,5,-133.98000000000002,0.017082433322552985,10,0.0,4.0,0.75
Just for Fen,2,4.5,10003.0,40.7311641211205,-73.9830346405506,29,53,4,-128.50285714285718,0.017641063443978144,290,0.006093579978237214,4.5,0.875
The Cottage,2,2.5,10003.0,40.735746540724,-73.9878559112549,210,50,15,233.49714285714282,0.05456252217353875,2100,0.04548422198041349,2.5,0.375
Best Fuzhou Restaurant,2.5,5.0,10002.0,40.7167625427246,-73.9927978515625,4,227,3,-124.5,0.018049326772155847,40,0.0006528835690968443,5.0,1.0
Red Star Restaurant,1,3.0,10029.0,40.7987632751465,-73.9426727294922,13,17,4,-40.27428571428572,0.026639758357702152,130,0.0026115342763873774,3.0,0.5
Wok To Walk,1,4.0,10003.0,40.736287100000006,-73.9891207,163,49,12,-23.50285714285718,0.02835032633514904,1630,0.0352557127312296,4.0,0.75
Ming's Restaurant,1,3.0,10001.0,40.75295,-73.99686,26,24,11,-90.31222222222222,0.021536240104414444,260,0.00544069640914037,3.0,0.5
Great Wall,2.5,2.5,10016.0,40.7470505395815,-73.9776204299111,12,51,0,-29.922500000000007,0.027695567830153135,120,0.002393906420021763,2.5,0.375
Keming Restaurant,2,4.0,7030.0,40.74893,-74.02772,75,4,0,147.5,0.04579141730928426,750,0.016104461371055496,4.0,0.75
New Ah Ping Snacketeria,1,4.5,10002.0,40.714019,-73.99535300000001,4,223,0,-130.5,0.017437368892660367,40,0.0006528835690968443,4.5,0.875
Hoa Kitchen,2,2.0,10001.0,40.748641,-73.995635,55,34,11,-6.312222222222218,0.03010365041735116,550,0.0117519042437432,2.0,0.25
Chinese Tuxedo,3,3.5,10013.0,40.71433,-73.99804,108,220,0,167.6233333333333,0.04784385604179216,1080,0.023286180631120784,3.5,0.625
Super Red Star Kitchen,1,2.5,10027.0,40.80765,-73.94963,21,9,0,-39.0,0.02676972655496643,210,0.004352557127312296,2.5,0.375
SunShine,2,3.5,10013.0,40.71397,-73.99613640000001,72,222,0,-12.376666666666694,0.029485119656927763,720,0.01545157780195865,3.5,0.625
Happy Family Chinese Restaurant,2,2.5,10036.0,40.7601737976074,-73.9955139160156,61,34,0,54.67444444444443,0.03632386228582299,610,0.013057671381936888,2.5,0.375
China 59 Restaurant,2,2.5,10038.0,40.7092934,-74.00885009999999,48,26,33,46.5,0.03549012633777702,480,0.010228509249183896,2.5,0.375
Yang Garden Chinese Restaurant,1,3.0,10033.0,40.855266,-73.937759,15,3,1,-56.40888888888887,0.024994142100163624,150,0.003046789989118607,3.0,0.5
Malaysia Grill,2,4.0,10024.0,40.7994155883789,-73.96778869628909,220,26,5,303.52,0.06170436203576505,2200,0.04766050054406964,4.0,0.75
Carma Asian Tapas,2,4.0,10014.0,40.72999,-74.0032,301,25,11,295.53363636363633,0.06088980900980023,3010,0.06528835690968444,4.0,0.75
Happy Wok Restaurant,1,3.5,10002.0,40.7180023,-73.9858322,8,83,6,-126.5,0.01784534081232402,80,0.0015233949945593036,3.5,0.625
Ping's Seafood,2,3.5,10013.0,40.714442,-73.998636,535,219,0,913.6233333333333,0.12393061905906345,5350,0.1162132752992383,3.5,0.625
Panda Express,1,3.0,10022.0,40.756240000000005,-73.97012,55,38,16,-122.12700000000001,0.018291356113496308,550,0.0117519042437432,3.0,0.5
Profit Chinese Restaurant,1,2.5,10016.0,40.742059999999995,-73.97765,47,38,0,-12.922500000000007,0.02942944848872366,470,0.01001088139281828,2.5,0.375
Ms Mi's Hot Pot,3,3.5,10011.0,40.7361133076005,-73.9941993098535,33,34,15,-45.870000000000005,0.026069034782944107,330,0.006964091403699674,3.5,0.625
Wok To Walk,1,3.5,10018.0,40.7547179,-73.991281,292,40,13,219.70565217391305,0.053155886941273586,2920,0.0633297062023939,3.5,0.625
Sun Sai Gai Restaurant,1,3.0,10013.0,40.717296600000005,-73.9992065,186,218,11,29.623333333333306,0.033768824813396124,1860,0.04026115342763874,3.0,0.5
Chopstix,1,3.0,10004.0,40.7043655812028,-74.0091101794667,13,18,12,-51.233333333333334,0.02552201243399509,130,0.0026115342763873774,3.0,0.5
China Town Chinese Restaurant,1,2.5,10002.0,40.722095489502,-73.9849090576172,9,41,0,-125.5,0.017947333792239933,90,0.0017410228509249185,2.5,0.375
Topaz Noodle Bar,2,4.0,10019.0,40.764442443847706,-73.9789733886719,294,30,19,441.75,0.07580285164954174,2940,0.06376496191512514,4.0,0.75
Big Hing Wong,1,3.0,10002.0,40.71761,-73.99168,28,228,7,-106.5,0.019885200410642286,280,0.0058759521218716,3.0,0.5
Fatima's Halal Kitchen,1,4.0,11106.0,40.763118608431895,-73.9275405041124,291,12,3,288.5,0.060172427477428035,2910,0.06311207834602829,4.0,0.75
Number 1 Chinese Restaurant,1,3.5,10026.0,40.80127,-73.94974,6,12,5,-51.0,0.02554581079597547,60,0.001088139281828074,3.5,0.625
Concord Garden,1,2.5,10025.0,40.80231,-73.96455999999999,25,24,3,-120.00333333333333,0.018507955205177735,250,0.005223068552774755,2.5,0.375
Go Zen,2,4.0,10012.0,40.7314279675484,-74.0005099028349,489,31,9,779.2669230769231,0.11022720840620721,4890,0.10620239390642003,4.0,0.75
Aki King,2,3.5,10010.0,40.73863,-73.98193,10,40,0,-49.587500000000006,0.0256898758801067,100,0.001958650707290533,3.5,0.625
Momos & Buns,2.5,3.5,10016.0,40.742844,-73.982628,3,51,10,-52.42250000000001,0.025400725782045084,30,0.0004352557127312296,3.5,0.625
Chung Lan Gardens,1,3.5,10037.0,40.8124525,-73.9417837,5,8,4,-32.0,0.027483677414377825,50,0.0008705114254624592,3.5,0.625
Nom Wah Tea Parlor,2,3.5,10013.0,40.714490521829,-73.998153857324,1425,221,0,2693.6233333333334,0.3054781233093891,14250,0.3099020674646355,3.5,0.625
China Taste,2.5,3.5,10003.0,40.73111,-73.98307,3,53,4,-179.00285714285718,0.012490417958224522,30,0.0004352557127312296,3.5,0.625
Lanzhou Ramen,1,3.5,10038.0,40.713604100000005,-73.99301379999999,27,215,4,-22.5,0.028452610723579002,270,0.0056583242655059846,3.5,0.625
Noodle Q,1,4.0,10038.0,40.7135648935571,-73.9975924790089,11,217,0,-38.5,0.02682072304492439,110,0.002176278563656148,4.0,0.75
Up Thai,2,4.5,10021.0,40.76996,-73.95792,1406,22,2,2665.4183333333335,0.30260141131086077,14060,0.3057671381936888,4.5,0.875
Pure Thai Cookhouse,2,4.0,10019.0,40.764291,-73.988159,1990,42,10,3833.75,0.42176303952431965,19900,0.43286180631120785,4.0,0.75
OBAO,2,4.0,10036.0,40.760616600000006,-73.991225,1382,41,2,2696.6744444444444,0.30578931522366587,13820,0.300544069640914,4.0,0.75
Noodies,2,4.0,10019.0,40.7662850538302,-73.9866788007826,386,36,2,625.75,0.09456955995406979,3860,0.08378672470076169,4.0,0.75
Happy Wok,1,3.5,10029.0,40.788955,-73.940933,9,20,0,-44.27428571428572,0.0262317864380385,90,0.0017410228509249185,3.5,0.625
Empire Garden,1,2.5,10025.0,40.7985736262374,-73.9621864229434,16,24,2,-129.00333333333333,0.017590018385934516,160,0.003264417845484222,2.5,0.375
Manna House Bakery,1,4.0,10013.0,40.71815,-73.99705,58,222,11,-98.3766666666667,0.020713723384159218,580,0.012404787812840044,4.0,0.75
Yummy Chinese,2,3.5,10002.0,40.7151107788086,-73.9938049316406,15,225,1,-104.5,0.02008918637047411,150,0.003046789989118607,3.5,0.625
Lo-Fatt-Chow,1,4.0,7030.0,40.7474615723213,-74.0378006521148,70,2,0,67.5,0.037631978916011194,700,0.015016322089227421,4.0,0.75
Wok To Walk,1,3.0,10017.0,40.7516428,-73.9740775,166,45,9,90.85,0.04001351499704778,1660,0.035908596300326445,3.0,0.5
Kungfu Kitchen,2.5,4.5,10019.0,40.761539500000005,-73.9869963,2,47,21,-141.25,0.0163409443585643,20,0.0002176278563656148,4.5,0.875
New Happy Joy Restaurant,1,2.5,10019.0,40.765602,-73.990768,11,35,0,-135.25,0.01695290223805978,110,0.002176278563656148,2.5,0.375
Grand Sichuan,2,3.0,10011.0,40.742496,-74.00012199999999,9,21,12,-126.87,0.01780760340975513,90,0.0017410228509249185,3.0,0.5
Fu Zhou Wei Zhong Wei Jia Xiang Feng Wei,1,4.0,10002.0,40.714,-73.99439,16,222,0,-118.5,0.018661284651651327,160,0.003264417845484222,4.0,0.75
Spice,1,2.5,10024.0,40.790059899999996,-73.97351,51,17,3,-85.48000000000002,0.02202909284847478,510,0.01088139281828074,2.5,0.375
Thai Villa,2,4.5,10003.0,40.739020000000004,-73.99065,843,41,11,1499.4971428571428,0.18368563474708496,8430,0.18324265505984766,4.5,0.875
Rice Noodle Cart,2.5,5.0,10013.0,40.71787,-73.99710999999999,4,222,11,-146.3766666666667,0.01581806034819538,40,0.0006528835690968443,5.0,1.0
Szechuan,2.5,3.5,10021.0,40.768131,-73.959197,2,19,4,-141.58166666666662,0.016307116686892192,20,0.0002176278563656148,3.5,0.625
Wondee Siam,2,4.0,10019.0,40.764945000000004,-73.987472,827,38,4,1507.75,0.18452736823990532,8270,0.1797606093579978,4.0,0.75
Shun Wei,1,3.0,10038.0,40.711940000000006,-73.996688,15,202,0,-34.5,0.027228694964588043,150,0.003046789989118607,3.0,0.5
Tasty Hand Pulled Noodles II,2,4.0,10036.0,40.7605202331697,-73.9908619970083,127,43,4,186.67444444444442,0.04978693563472354,1270,0.027421109902067465,4.0,0.75
Buddha Vegetarian Kosher Cuisine,2,4.0,10013.0,40.7164001,-73.999321,202,223,8,247.6233333333333,0.056003294435065215,2020,0.043743199129488576,4.0,0.75
Pig and Khao,2,4.0,10002.0,40.719253,-73.984748,1108,44,5,2081.5,0.24304584046666058,11080,0.24091403699673558,4.0,0.75
Wing Gong I Kitchen,1,3.5,10029.0,40.791313,-73.939239,4,17,0,-49.27428571428572,0.025721821538458933,40,0.0006528835690968443,3.5,0.625
New Asia,2,2.0,10025.0,40.791819244623206,-73.972065076232,26,17,6,-93.00333333333333,0.021261765662907394,260,0.00544069640914037,2.0,0.25
China Garden,1,4.0,11104.0,40.741659999999996,-73.92577,48,10,4,45.5,0.035388133357861104,480,0.010228509249183896,4.0,0.75
M Star Cafe,1,3.5,10002.0,40.713928,-73.99651999999999,220,222,0,85.5,0.03946785255449763,2200,0.04766050054406964,3.5,0.625
Fo Ying Chinese Take Out,1,2.5,10019.0,40.7615277171135,-73.9867260307074,25,48,22,-121.25,0.018380803956882564,250,0.005223068552774755,2.5,0.375
Dragon & Phoenix Restaurant,1,4.0,11105.0,40.7754678279161,-73.911422342062,101,2,4,98.5,0.04079376129340451,1010,0.02176278563656148,4.0,0.75
Guan Qi Feng BBQ,2.5,4.5,10002.0,40.7147789,-73.99417109999999,4,225,0,-124.5,0.018049326772155847,40,0.0006528835690968443,4.5,0.875
Hong Kong Noodle 2,1,2.5,10016.0,40.7444,-73.98146,36,59,16,-23.922500000000007,0.028307525709648614,360,0.007616974972796518,2.5,0.375
Hua Xia,2,4.0,10002.0,40.7142606365804,-73.9951291801726,2,223,0,-130.5,0.017437368892660367,20,0.0002176278563656148,4.0,0.75
Vietnaam,2,4.0,10128.0,40.779148101806605,-73.9504165649414,528,22,3,983.5,0.13105754851898777,5280,0.114689880304679,4.0,0.75
Aunt Wang,1,4.0,10027.0,40.8079748,-73.96205649999999,1,18,5,-59.0,0.024729866956648167,10,0.0,4.0,0.75
Kings Co Imperial,2,4.0,11211.0,40.71512,-73.95097,182,8,6,361.5,0.0676179150112897,1820,0.03939064200217628,4.0,0.75
Foliage Garden,1,4.0,7093.0,40.7858,-74.00865,37,6,0,34.5,0.03426621057878606,370,0.007834602829162133,4.0,0.75
Larb Ubol,2,4.0,10018.0,40.7550583,-73.99475859999998,584,32,7,1095.705652173913,0.14250173734761362,5840,0.12687704026115343,4.0,0.75
China Express,1,4.5,11211.0,40.7061859,-73.95014350000001,84,6,6,81.5,0.03905988063483398,840,0.018063112078346027,4.5,0.875
Oriental Garden Restaurant,2,3.5,10013.0,40.715919899999996,-73.9972499,420,225,0,683.6233333333333,0.10047223367840341,4200,0.0911860718171926,3.5,0.625
Tao Hong Bakery,1,4.5,10002.0,40.71735,-73.9945679,19,227,4,-115.5,0.018967263591399067,190,0.003917301414581066,4.5,0.875
456 Shanghai Cuisine,2,3.5,10013.0,40.71627,-73.99821999999999,428,226,5,699.6233333333333,0.10210412135705803,4280,0.09292709466811752,3.5,0.625
The Chinese Club,2,4.0,11211.0,40.713844,-73.96039,138,11,0,273.5,0.05864253277868933,1380,0.029815016322089227,4.0,0.75
PACIFIC MOON,1,4.5,11377.0,40.75119,-73.90269,36,5,0,33.5,0.034164217598870145,360,0.007616974972796518,4.5,0.875
Silver Palace,2.5,3.5,10031.0,40.823029999999996,-73.9526,7,7,4,-53.22,0.025319386380562147,70,0.0013057671381936887,3.5,0.625
Chef 28,2,3.0,10016.0,40.74393,-73.98493,84,54,11,108.07749999999999,0.041770599058549164,840,0.018063112078346027,3.0,0.5
Grand Bo Ky Restaurant,1,3.5,10013.0,40.7189831,-73.995878,117,223,5,-39.376666666666694,0.026731309199198104,1170,0.025244831338411315,3.5,0.625
Chatham Seafood Restaurant,2,3.5,10038.0,40.714,-73.99833000000001,167,220,0,284.5,0.05976445555776438,1670,0.036126224156692054,3.5,0.625
M Greenpoint,2,4.0,11222.0,40.726321999999996,-73.951934,57,8,6,111.5,0.04211967003231138,570,0.012187159956474429,4.0,0.75
Ocean Chinese Restaurant,2,2.5,10027.0,40.81086,-73.94355999999999,10,11,0,-40.0,0.02666773357505052,100,0.001958650707290533,2.5,0.375
Profit Chinese Restaurant II,2,3.0,10016.0,40.74565,-73.97557990000001,13,40,0,-33.92250000000001,0.02728759591048948,130,0.0026115342763873774,3.0,0.5
Xi'an Famous Foods,1,4.0,11222.0,40.7243301734731,-73.9509299397469,151,6,6,148.5,0.04589341028920017,1510,0.03264417845484222,4.0,0.75
Hunan House I,1,4.5,7306.0,40.72857,-74.06241999999999,21,1,0,18.5,0.03263432290013145,210,0.004352557127312296,4.5,0.875
Food King,1,4.0,7302.0,40.72117,-74.04568,70,6,0,67.5,0.037631978916011194,700,0.015016322089227421,4.0,0.75
Delicious Inc. Chinese Restaurant,2,3.0,10029.0,40.787657200000005,-73.9444213,6,25,0,-41.27428571428572,0.02653776537778624,60,0.001088139281828074,3.0,0.5
Hong Cheong Kitchen,2.5,3.5,10027.0,40.812366,-73.949928,3,13,6,-52.5,0.025392821326101604,30,0.0004352557127312296,3.5,0.625
spades,2.5,4.0,10001.0,40.7469902,-73.9866333,1,52,10,-113.81222222222222,0.019139405076390482,10,0.0,4.0,0.75
New Food King,1,3.5,10036.0,40.763659999999994,-73.99217,48,35,0,-19.325555555555567,0.028776381772045403,480,0.010228509249183896,3.5,0.625
Hong Kong Street Cart At Broadway Bites,2,4.0,10001.0,40.750717,-73.9869138,1,42,17,-114.31222222222222,0.019088408586432525,10,0.0,4.0,0.75
Cafe Hong Kong,2,3.0,10013.0,40.7153659847304,-73.9975044876337,120,225,0,83.6233333333333,0.03927644572885544,1200,0.02589771490750816,3.0,0.5
Birds of a Feather,2,4.0,11211.0,40.714420000000004,-73.960441,113,12,0,223.5,0.053542883782893666,1130,0.024374319912948857,4.0,0.75
Asian Station,2,2.5,10028.0,40.77626,-73.956261,64,24,1,-122.0,0.01830430922194563,640,0.013710554951033732,2.5,0.375
Amazing 66,2,3.5,10013.0,40.716099,-73.997955,245,225,5,333.62333333333333,0.06477469070783376,2450,0.053101196953210014,3.5,0.625
Sichuan Hot Pot Cuisine,2,3.0,10013.0,40.7150052171701,-73.99854681357341,132,225,0,107.6233333333333,0.04172427724683736,1320,0.028509249183895538,3.0,0.5
Wok Wok,2,4.0,10013.0,40.71403,-73.99899,408,219,0,659.6233333333333,0.09802440216042149,4080,0.08857453754080523,4.0,0.75
Rasa,2,4.0,10011.0,40.7327654,-73.99756740000001,467,38,3,789.13,0.11123317301273168,4670,0.10141458106637649,4.0,0.75
China Place,2,2.5,10027.0,40.814096500000005,-73.9597942,45,9,4,30.0,0.03380724216916445,450,0.009575625680087052,2.5,0.375
Bamboo Village,2,3.5,10013.0,40.717524445907394,-73.9953510697201,12,227,4,-132.3766666666667,0.017245962067018165,120,0.002393906420021763,3.5,0.625
Panda Express,2,3.0,10036.0,40.760996,-73.991116,45,39,2,22.674444444444433,0.03306008692851376,450,0.009575625680087052,3.0,0.5
Xing's Chef,1,4.5,11105.0,40.77010920790771,-73.9021204913637,63,0,0,60.5,0.03691802805659981,630,0.013492927094668117,4.5,0.875
Flaming Kitchen,2,3.5,10002.0,40.717325,-73.995023,92,228,4,49.5,0.035796105277524755,920,0.019804134929270946,3.5,0.625
Norikoh,2,4.0,10016.0,40.751259550452204,-73.98163318634029,313,57,8,566.0775,0.08848338386003746,3130,0.06789989118607181,4.0,0.75
Gordon Chen Kitchen,1,3.5,10022.0,40.757358,-73.968002,4,37,10,-173.127,0.01308971413778473,40,0.0006528835690968443,3.5,0.625
Matsuya,2,3.5,10021.0,40.7705892,-73.9512062,3,21,0,-140.58166666666662,0.016409109666808107,30,0.0004352557127312296,3.5,0.625
Mooncake Foods,2,4.0,10013.0,40.723596182527,-74.00409635108001,475,37,9,793.6233333333333,0.11169146146915386,4750,0.10315560391730141,4.0,0.75
Taste Chinese Restaurant,1,2.0,10013.0,40.7157208,-74.0075003,10,74,20,-146.3766666666667,0.01581806034819538,100,0.001958650707290533,2.0,0.25
Precious Chinese Cuisine,2,3.5,7030.0,40.738459999999996,-74.03092,217,3,0,431.5,0.07475742360540363,2170,0.0470076169749728,3.5,0.625
Red House,1,2.5,10003.0,40.7333221435547,-73.9865036010742,75,59,7,-111.50285714285718,0.01937494410254867,750,0.016104461371055496,2.5,0.375
Chopstick House,1,2.0,10018.0,40.751482700000004,-73.9881506,54,44,21,-18.29434782608695,0.02888155772128623,540,0.011534276387377584,2.0,0.25
OK 218,1,3.5,10013.0,40.718990000000005,-73.995811,49,224,5,-107.3766666666667,0.019795786564916,490,0.01044613710554951,3.5,0.625
Happy Family,1,3.0,10002.0,40.714043,-73.98755600000001,13,105,4,-121.5,0.018355305711903587,130,0.0026115342763873774,3.0,0.5
Kitty's Kitchen,2.5,5.0,10019.0,40.772419899999996,-73.99335,1,5,0,-143.75,0.016085961908774517,10,0.0,5.0,1.0
Crispy Bamboo Village,1,4.0,10030.0,40.8160789713508,-73.9466381763074,17,11,6,-25.28,0.028169070239412765,170,0.003482045701849837,4.0,0.75
Pao & Cha Cha,2,4.0,11102.0,40.7718436,-73.92405790000001,89,4,0,175.5,0.04864722074692983,890,0.019151251360174103,4.0,0.75
New Beef King,2,4.0,10013.0,40.715768,-73.99929809999999,61,223,5,-34.376666666666694,0.027241274098777673,610,0.013057671381936888,4.0,0.75
Zheng's River Restaurant,4,4.0,10026.0,40.802009000000005,-73.95671,1,17,7,-53.0,0.025341824836143646,10,0.0,4.0,0.75
Nom Wah Kuai,2,3.5,10013.0,40.71897,-74.00102,19,199,15,-118.3766666666667,0.018673863785840954,190,0.003917301414581066,3.5,0.625
Doka Square,2,4.0,10002.0,40.71932,-73.99152,104,200,9,73.5,0.038243936795506674,1040,0.022415669205658323,4.0,0.75
Fuleen Seafood Restaurant,2,3.5,10002.0,40.7139015197754,-73.9968795776367,74,220,0,13.5,0.03212435800055188,740,0.01588683351468988,3.5,0.625
Unicorn Restaurant,2.5,4.0,10035.0,40.799615,-73.93897659999999,2,12,4,-69.39,0.02367015989532183,20,0.0002176278563656148,4.0,0.75
Peking BBQ,1,4.0,11377.0,40.7456439082048,-73.9062357614363,198,5,3,195.5,0.050687080345248096,1980,0.042872687704026115,4.0,0.75
Jaya 888,2,3.0,10013.0,40.716906200000004,-73.99988379999999,244,218,10,331.62333333333333,0.06457070474800193,2440,0.0528835690968444,3.0,0.5
Wei Williamsburg,2,4.0,11211.0,40.710786799999994,-73.9542168,85,14,0,167.5,0.04783127690760253,850,0.018280739934711642,4.0,0.75
Soup Dumpling Plus,2,4.0,7024.0,40.847570000000005,-73.9706099,349,1,0,695.5,0.10168357030320474,3490,0.07573449401523395,4.0,0.75
567 Chinese Asian Express,2.5,3.0,10029.0,40.788955,-73.940933,8,20,0,-33.27428571428572,0.027353709217113546,80,0.0015233949945593036,3.0,0.5
The Wei,1,4.5,11201.0,40.68983,-73.98170999999999,159,5,14,156.5,0.04670935412852748,1590,0.03438520130576714,4.5,0.875
Double Dragon,2.5,3.0,10029.0,40.789245,-73.94075,4,19,0,-43.27428571428572,0.026333779417954412,40,0.0006528835690968443,3.0,0.5
8 Dragon & Phoenix Chinese Restaurant,1,4.5,11105.0,40.775851824269296,-73.91128542386241,17,2,4,14.5,0.03222635098046779,170,0.003482045701849837,4.5,0.875
Joy Luck Palace,2,3.0,10013.0,40.7169727141044,-73.9975602870106,157,224,7,157.6233333333333,0.04682392624263302,1570,0.03394994559303591,3.0,0.5
Great China Restaurant,1,3.5,10027.0,40.81689,-73.953292,2,13,0,-58.0,0.02483185993656408,20,0.0002176278563656148,3.5,0.625
Tang S,1,2.0,10027.0,40.81101829999999,-73.9523964,13,14,6,-47.0,0.025953782715639126,130,0.0026115342763873774,2.0,0.25
Yaso Tangbao,2,4.0,11201.0,40.6918206366101,-73.98639923640009,457,5,26,911.5,0.12371405396504201,4570,0.09923830250272035,4.0,0.75
AK US Group,1,4.0,10002.0,40.717793,-73.99438,9,227,5,-125.5,0.017947333792239933,90,0.0017410228509249185,4.0,0.75
Fulton Chef,1,2.5,10038.0,40.708732,-74.005348,9,27,10,-40.5,0.026616737085092563,90,0.0017410228509249185,2.5,0.375
Tian Fu Lou,2,2.0,10036.0,40.755909,-73.980064,16,34,10,-35.32555555555557,0.02714449409339079,160,0.003264417845484222,2.0,0.25
Hung Sang,1,3.5,7087.0,40.772983700000005,-74.0285907,11,5,0,8.5,0.03161439310097231,110,0.002176278563656148,3.5,0.625
Deluxe Green Bo Restaurant,1,3.5,10013.0,40.715540215764996,-73.9981645926656,536,226,1,379.62333333333333,0.06946636778396577,5360,0.11643090315560392,3.5,0.625
Tang Tou Wang's Cuisine,1,5.0,10002.0,40.71492,-73.99391,2,225,1,-132.5,0.01723338293282854,20,0.0002176278563656148,5.0,1.0
Min Jiang Mini Cafe,1,3.0,10002.0,40.7168766,-73.9926044,9,227,3,-125.5,0.017947333792239933,90,0.0017410228509249185,3.0,0.5
Baoburg,2,4.0,11222.0,40.7234929271998,-73.9503321851175,110,5,6,217.5,0.052930925903398186,1100,0.02372143634385201,4.0,0.75
Steamed Rice Rolls Cart,1,4.0,10002.0,40.718359899999996,-73.99395,5,228,5,-129.5,0.01753936187257628,50,0.0008705114254624592,4.0,0.75
Lan Larb,2,4.0,10016.0,40.745373,-73.97580699999999,173,41,0,286.0775,0.05992534948358173,1730,0.037431991294885746,4.0,0.75
Hometown Hotpot & BBQ,2,4.0,10013.0,40.71931,-73.99688990000001,707,218,11,1257.6233333333332,0.15901620415013762,7070,0.15364526659412406,4.0,0.75
An'Nam,2,4.0,10036.0,40.760528564453104,-73.98638916015621,149,52,26,230.67444444444442,0.05427462675102372,1490,0.03220892274211099,4.0,0.75
Formosa Cafe,1,3.5,10002.0,40.7156312539499,-73.9931514282417,80,226,5,-54.5,0.025188835366269775,800,0.01719260065288357,3.5,0.625
Dragon Town,4,2.5,10029.0,40.7952288,-73.9421936,7,25,4,-25.274285714285718,0.02816965305644085,70,0.0013057671381936887,2.5,0.375
Po Wong Restaurant,1,4.0,7087.0,40.758224,-74.044303,17,4,0,14.5,0.03222635098046779,170,0.003482045701849837,4.0,0.75
TAO Uptown,3,3.5,10022.0,40.76269,-73.97147,2019,33,10,5879.873,0.6304532215688078,20190,0.43917301414581067,3.5,0.625
East Noodle Village,1,3.0,10002.0,40.7175445556641,-73.994499206543,13,227,5,-121.5,0.018355305711903587,130,0.0026115342763873774,3.0,0.5
Chinese Food Cart,4,5.0,10292.0,40.7217900752834,-73.9998465345092,1,131,9,1.5,0.03090044224156092,10,0.0,5.0,1.0
LoveMama,2,4.0,10003.0,40.7303859,-73.9860613,2760,54,5,5333.4971428571425,0.5747267197446965,27600,0.6004352557127313,4.0,0.75
Malii,2,4.5,10029.0,40.789432,-73.942962,126,23,0,198.72571428571428,0.051016080557605425,1260,0.02720348204570185,4.5,0.875
Pho Bang Restaurant,1,4.0,10013.0,40.719516,-73.996566,435,218,7,278.62333333333333,0.05916507681245853,4350,0.09445048966267683,4.0,0.75
Thai Market,2,4.0,10025.0,40.801320000000004,-73.96529,799,25,2,1452.9966666666667,0.17894291261290934,7990,0.1736670293797606,4.0,0.75
Beijing Chinese,1,3.0,10003.0,40.733059000000004,-73.9861382,18,59,6,-168.50285714285718,0.013561344247341612,180,0.0036996735582154514,3.0,0.5
Good Chinese Kitchen,1,4.0,7047.0,40.807477,-74.017076,24,0,0,21.5,0.032940301839879185,240,0.00500544069640914,4.0,0.75
Panda Express,1,3.0,10001.0,40.7501065718521,-73.99485949426891,26,35,14,-90.31222222222222,0.021536240104414444,260,0.00544069640914037,3.0,0.5
Empire,2,2.0,10007.0,40.71314520000001,-74.0077389,17,51,38,-36.0,0.02707570549471417,170,0.003482045701849837,2.0,0.25
King Food Restaurant,1,2.5,10024.0,40.784107,-73.977981,3,16,4,-133.48000000000002,0.017133429812510943,30,0.0004352557127312296,2.5,0.375
Young Xinjiang BBQ Cart,1,4.5,10002.0,40.714269673846395,-73.9941427168956,31,223,1,-103.5,0.020191179350390026,310,0.006528835690968444,4.5,0.875
Petite Soo Chow,2,3.5,7010.0,40.824509899999995,-73.98781,441,2,0,879.5,0.12045027860773279,4410,0.0957562568008705,3.5,0.625
Dim Sum Bar,2,4.0,11249.0,40.714728,-73.961372,107,11,0,211.5,0.05231896802390271,1070,0.02306855277475517,4.0,0.75
Hunan Delight,2,4.0,11215.0,40.6755282563532,-73.9780712127686,246,4,0,489.5,0.0806730164405266,2460,0.05331882480957562,4.0,0.75
Shanghai Restaurant,2,4.0,7024.0,40.855806452623604,-73.97785361856221,169,1,0,335.5,0.06496609753347596,1690,0.036561479869423284,4.0,0.75
